ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
GAR000032615,WEST POINT STEVENS DALTON PLANT,GA,------,Other,2477 LAKELAND RD,DALTON,GA,30721,,,N  ,N  ,-----,------         
GAD981239619,GEORGIA AUTO BODY REPAIR,GA,------,Other,518 13TH ST,AUGUSTA,GA,30901,33.475264,-81.976916,N  ,N  ,-----,------         
GAR000025452,EASTMAN CHEMICAL RESINS INC SAV PLNT,GA,------,Other,3000 LOUISVILLE RD,SAVANNAH,GA,31415,,,N  ,N  ,-----,------         
GAD981218662,J & J CHRYSLER JEEP INC,GA,------,Other,KYTLE STREET,CLEVELAND,GA,30528,,,N  ,N  ,-----,------         
GAR000019927,ROGERS STATE PRISON,GA,------,Other,200 ROGERS RD,REIDSVILLE,GA,30453,,,N  ,N  ,-----,------         
GAD981262777,J & J INDUSTRIES INC,GA,------,Other,818 J & J DR,DALTON,GA,30721,,,N  ,N  ,-----,------         
GAD981225865,HAYES CHRYSLER DODGE JEEP INC.,GA,------,SQG,3115 FRONTAGE ROAD,GAINESVILLE,GA,30501,34.230321,-83.863565,2  ,N  ,H----,------         
GAR000029934,SAVANNAH COLLEGE  OF ART & DESIGN - MONTGOMERY,GA,------,Other,3515 MONTGOMERY ST,SAVANNAH,GA,31401,32.068168,-81.100721,N  ,N  ,-----,------         
GAD981282924,BATASTINI TAILORS CLEANERS,GA,------,Other,500 12TH ST.,COLUMBIA,GA,31901-2522,32.468468,-84.986133,N  ,N  ,-----,------         
GAD984289538,J & J CHRYSLER,GA,------,Other,CLARKSVILLE HWY,CLEVELAND,GA,30558,,,N  ,N  ,-----,------         
GAD981262272,MAACO AUTO PAINTING & BODY WORKS CENTERS,GA,------,Other,8284 TARA BLVD,JONESBORO,GA,30236,33.52348,-84.363609,N  ,N  ,-----,------         
GAR000002725,ANACOMP,GA,------,Other,3980 DEKALB TECHNOLOGY PKWY,ATLANTA,GA,30244,,,N  ,N  ,-----,------         
GAR000018176,ACCIDENTAL FRIENDS COLLISION,GA,------,Other,2333 HWY 78,LOGANVILLE,GA,30052,,,N  ,N  ,-----,------         
GAD981265739,CISCO FORD INC,GA,------,Other,209 S SECOND ST,FOLKSTON,GA,31537,30.8302,-82.006238,N  ,N  ,-----,------         
GAR000009555,COOPER TRUCK & TRAILER REPAIR & SALES,GA,------,Other,1532 GORDON HWY,AUGUSTA,GA,30906,33.43761,-82.008593,N  ,N  ,-----,------         
GAD981282189,CENTRAL REGION REPAIR CENTER,GA,------,Other,614 N DAVIS DR,WARNER ROBINS,GA,31093,32.632087,-83.612878,N  ,N  ,-----,------         
GAD981217250,KEEBLER CO MACON BAKERY,GA,------,Other,4375 MEAD RD,MACON,GA,31206,32.783775,-83.638804,N  ,N  ,-----,------         
GAD981223282,BUILDERS TRANSPORT INC,GA,------,Other,HWY 21 NORTH,SAVANNAH,GA,31408,,,N  ,N  ,-----,------         
GAD981271927,C & J LEASING - VILLANOW SHOP,GA,------,Other,12176 E HWY 136,LAFAYETTE,GA,30728,34.672134,-85.110526,N  ,N  ,-----,------         
GAD057297400,GENERAL TIME CORPORATION,GA,------,Other,100 NEWTON BRIDGE RD,ATHENS,GA,30613,33.986104,-83.396959,N  ,N  ,-----,------         
GAD981239668,BURT LUMBER CO TREATMENT DIV,GA,------,SQG,216 BURT LUMBER RD,WASHINGTON,GA,30673,33.719003,-82.760341,2  ,N  ,H----,------         
GAD981226525,TROUBLE SHOOTERS,GA,------,Other,4403 BULL ST,SAVANNAH,GA,31405,32.039168,-81.10724,N  ,N  ,-----,------         
GAR000011841,ESOTERIC AUDIO USA,GA,------,Other,44 PEARL PENTECOST,WINDER,GA,30680,33.99444,-83.76382,N  ,N  ,-----,------         
GAD981223787,LANDMARK OLDS CADILLAC,GA,------,Other,741 RUSSELL PKWY,WARNER ROBINS,GA,31088,32.593814,-83.636013,N  ,N  ,-----,------         
GAR000028233,GPM INC,GA,------,Other,206 PINEBARREN RD,POOLER,GA,31210,,,N  ,N  ,-----,------         
GAD981226442,CUBBEDGE DIESEL SERVICE,GA,------,Other,2206 HWY 80,GARDEN CITY,GA,31418,,,N  ,N  ,-----,------         
GAD981260250,CAIRO SALES CORP BODY SHOP,GA,------,Other,HWY 84 EAST,CAIRO,GA,31728,,,N  ,N  ,-----,------         
GAD984296186,SUWANNEE SWIFTY GROCERY,GA,------,Other,200 E CHURCH STREET,FORT VALLEY,GA,31030,32.55406,-83.881475,N  ,N  ,-----,------         
GAR000036228,NYPRO INC,GA,------,Other,1747 OAK HAVEN DR,ALBANY,GA,31708,,,N  ,N  ,-----,------         
GAD984289447,JOHN T FRIIS COMPANY,GA,------,Other,HWY 376,CLYATTVILLE,GA,31604,,,N  ,N  ,-----,------         
GAD981273840,FEDERAL EXPRESS CORP,GA,------,Other,2347 CENTENNIAL CIRCLE,GAINESVILLE,GA,30501,34.260207,-83.863809,N  ,N  ,-----,------         
GAD981224595,THE ATLANTA COCA-COLA BOTTLING CO,GA,------,Other,440 OAK ST,MACON,GA,31208,32.829677,-83.630885,N  ,N  ,-----,------         
GA0000597500,SHAW INDUSTRIES INC PLANT 85,GA,------,Other,VICTORY DR,ELLIJAY,GA,30540,,,N  ,N  ,-----,------         
GAD003279544,MACON MANUFACTURING INC,GA,------,Other,510 11TH ST,MACON,GA,31202,32.826543,-83.616566,N  ,N  ,-----,------         
GAD984318675,ELECTRICAL MACHINERY COMPANY,GA,------,Other,1450 WEST BAY ST,SAVANNAH,GA,31498,32.087886,-81.116833,N  ,N  ,-----,------         
GAR000036608,ENTERTAINMENT DESIGN GROUP FREIGHT DEPOT,GA,------,Other,1651 BLAIRS BRIDGE RD,LITHIA SPRINGS,GA,30168,,,N  ,N  ,-----,------         
GAR000000737,TIMES THE,GA,------,Other,345 GREEN ST NE,GAINESVILLE,GA,30501,34.302293,-83.826271,N  ,N  ,-----,------         
GAD981237779,FLINT EQUIPMENT CO,GA,------,SQG,1206 BLAYLOCK ST,ALBANY,GA,31705,31.596631,-84.125209,2  ,N  ,H----,------         
GAD984307785,TOUCHSTONE CLEANERS,GA,------,Other,39 EAST MAY ST,WINDER,GA,30680,33.990618,-83.722569,N  ,N  ,-----,------         
GAD984304113,WALL TIRE,GA,------,Other,1102 S MAIN ST,GREENSBORO,GA,30642,33.565206,-83.183993,N  ,N  ,-----,------         
GAD984309070,ANDERSONS TEXACO,GA,------,Other,2204 GLYNN AVE,BRUNSWICK,GA,31520,31.162826,-81.476364,N  ,N  ,-----,------         
GAR000000547,STARMOUNT FIRESTONE,GA,------,Other,4013 BUENA VISTA RD,COLUMBUS,GA,31907,32.462845,-84.926655,N  ,N  ,-----,------         
GAD095810354,DESIGNS OF AMERICUS,GA,------,Other,483 INDUSTRIAL BLVD,AMERICUS,GA,31709,32.116111,-84.2125,N  ,N  ,-----,------         
GAD981262223,TURNER DAVID PAINT & BODY,GA,------,Other,RT 5 DIETZ RD,RINGGOLD,GA,30736,,,N  ,N  ,-----,------         
GAD981274673,ZIPPY MART GA539,GA,------,Other,519 S DAVIS ST,NASHVILLE,GA,31639,31.200493,-83.250927,N  ,N  ,-----,------         
GAD981235831,TILLMANS ONE HOUR VALET,GA,------,Other,3183 VICTORY DR,COLUMBUS,GA,31903,32.4337,-84.956057,N  ,N  ,-----,------         
GAD981259831,TNK PRECISION USA CORP,GA,------,Other,150 ADAMSON INDUSTRIAL BLVD,CARROLLTON,GA,30117,33.61125,-85.108684,N  ,N  ,-----,------         
GAD981238066,TRANSCOLOR INC,GA,------,Other,1600 S SLAPPEY BLVD,ALBANY,GA,31706,31.558518,-84.176503,N  ,N  ,-----,------         
GAD981220718,PROFESSIONAL CLEANERS,GA,------,Other,7 BROAD ST,ROME,GA,30161,34.251818,-85.175723,N  ,N  ,-----,------         
GAD981233182,QUALITY FORD,GA,------,Other,1541 FIRST AVE,COLUMBUS,GA,31901,,,N  ,N  ,-----,------         
GAD981260128,SMITHS AUTO SERVICE,GA,------,Other,579 HARMONY DR,ELBERTON,GA,30635,34.10407,-82.85216,N  ,N  ,-----,------         
GAD061467650,EU BET,GA,------,Other,202 BURNT MT ROAD,JASPER,GA,30143,34.470087,-84.425447,N  ,N  ,-----,------         
GAD984297549,SOUTHERN AIR TRANSPORTATION,GA,------,Other,211 MARSHALL AVE,WARNER ROBINS,GA,31093,32.620387,-83.602625,N  ,N  ,-----,------         
GAR000035444,PLEASANTDALE CROSSING APARTMENTS,GA,------,Other,1000 PLEASANTDALE RD,ATLANTA,GA,30341,,,N  ,N  ,-----,------         
GAD981223472,SHEPARDS AUTO & TRUCK REPAIR,GA,------,Other,430 N COLEMAN ST,SWAINSBORO,GA,30401,32.604325,-82.337408,N  ,N  ,-----,------         
GAD003401106,CONTINENTAL TIMBER CORPORATION,GA,------,Other,2801 EAST 13TH STREET,CORDELE,GA,31015,,,N  ,N  ,-----,------         
GAR000015297,TURNER MIDDLE SCHOOL,GA,------,Other,98 ANDERSON AVE,ATLANTA,GA,30314,33.75187,-84.445218,N  ,N  ,-----,------         
GAR000023242,COLLINS & AIKMAN PRODUCTS,GA,------,Other,102 SWETT AVE,AMERICUS,GA,31709,,,N  ,N  ,-----,------         
GAR000008656,MURPHY MECHANICAL SERVICES INC,GA,------,Other,638 SWANN RD,JEFFERSON,GA,30549,34.0701,-83.578812,N  ,N  ,-----,------         
GAD984296467,VALDOSTA PHILLIPS 66,GA,------,Other,GA 94 & I-75 EXIT 5,VALDOSTA,GA,31601,,,N  ,N  ,-----,------         
GAD981267719,MALONES ONE HOUR MARTINIZING,GA,------,Other,918 HWY 27 BYPASS,CARROLLTON,GA,30117,,,N  ,N  ,-----,------         
GAR000016774,MAIN STREET COLLISION,GA,------,Other,816 JOE FRANK HARRIS PKWY,CARTERSVILLE,GA,30120,,,N  ,N  ,-----,------         
GAD984298968,EL CHEAPO 43,GA,------,Other,HWY 21 & SILVERWOOD DR,RINCON,GA,31326,,,N  ,N  ,-----,------         
GAD981282510,ELLIOTT BILL RACING INC,GA,------,Other,2367 ELLIOTT FAMILY PKWY BLDG5,DAWSONVILLE,GA,30534,34.46109,-84.174332,N  ,N  ,-----,------         
GAR000003350,LIFETIME CABINETS INC,GA,------,Other,601 KELLAM RD,DUBLIN,GA,31021,32.52695,-82.927714,N  ,N  ,-----,------         
GAD981221138,BRACKETT DRY CLEANERS,GA,------,Other,114 N MARBLE ST,ROCKMART,GA,30153,33.997623,-85.050985,N  ,N  ,-----,------         
GAD981222730,TRIDENT FORD-MERCURY INC,GA,------,Other,2030 HWY 40 EAST,KINGSLAND,GA,31548,,,N  ,N  ,-----,------         
GAD981271851,SHOW CAR PAINT & BODY,GA,------,Other,4136 WASHINGTON ST,COVINGTON,GA,30209,33.595186,-83.865926,N  ,N  ,-----,------         
GAD981222326,RICH MILES CHRYSLER PLYMOUTH,GA,------,Other,4051 BUFORD HWY,ATLANTA,GA,30345,33.861378,-84.308147,N  ,N  ,-----,------         
GA8000500001,UNITED STATES CUSTOMS LAB,GA,------,Other,607 ABERCORN ST 3RD FLOOR,SAVANNAH,GA,31401,,,N  ,N  ,-----,------         
GAD981230402,GEORGIAN CLEANERS,GA,------,Other,25 JONES ST,LAVONIA,GA,30553,34.432097,-83.105492,N  ,N  ,-----,------         
GAD981269699,GRINER TOMMY PONTIAC CADILLAC,GA,------,Other,505 N ASHLEY ST,VALDOSTA,GA,31601,30.836555,-83.279795,N  ,N  ,-----,------         
GAR000031450,HUGHES SUPPLY INC,GA,------,Other,6445 MCDONOUGH DR,NORCROSS,GA,30093,,,N  ,N  ,-----,------         
GAD981233307,TIFT REGIONAL HEALTH SYSTEM INC ,GA,------,SQG,901 EAST 18TH STREET,TIFTON,GA,31794,31.470166,-83.492251,2  ,N  ,H----,------         
GAD981021371,LAWRENCE SMITH PLANING MILL INC,GA,------,Other,SWINT ROAD,ORCHARD HILL,GA,30226,,,N  ,N  ,-----,------         
GAR000027821,DRY CLEAN CITY,GA,------,Other,571 LAKES BLVD,LAKE PARK,GA,31636,,,N  ,N  ,-----,------         
GAD981222417,CENTRAL INTERNATIONAL TRUCKS INC,GA,------,Other,3799 BROWNS MILL RD SE,ATLANTA,GA,30354,33.653299,-84.393314,N  ,N  ,-----,------         
GAD053611273,CONDITION MONITORING SERVICES,GA,------,Other,5970 UNITY DRIVE SUITE F,NORCROSS,GA,30071,33.914367,-84.205742,N  ,N  ,-----,------         
GAR000007062,ALL AMERICAN CLEANERS,GA,------,Other,1910 HWY 20 STE 160,CONYERS,GA,30208,33.639651,-84.014321,N  ,N  ,-----,------         
GAR000058545,AP SPECIALTY METALS,GA,------,Other,1900 GRASSLAND PKWY,ALPHARETTA,GA,30004,,,N  ,N  ,-----,------         
GAD981282965,ANDREWS & SMITH BODY SHOP,GA,------,Other,ROUTE 1,ELBERTON,GA,30635,,,N  ,N  ,-----,------         
GA0000362418,ALTMAN PONTIAC BUICK GMC,GA,------,Other,400 NORTHSIDE DR,STATESBORO,GA,30458,,,N  ,N  ,-----,------         
GAD981244163,ADAMSON DRY CLEANERS,GA,------,Other,109 HICKS ST,CALHOUN,GA,30701,34.500693,-84.951804,N  ,N  ,-----,------         
GAD981222995,BRANNEN CLINT FLM INC,GA,------,Other,I-75 & TREMONT RD,CORDELE,GA,31015,,,N  ,N  ,-----,------         
GAR000009746,CORDANT TECHNOLOGIES INC-WOODBINE,GA,------,Other,5954 HARRIETT'S BLUFF RD EAST,WOODBINE,GA,31569,,,N  ,N  ,-----,------         
GAD981216534,PINEVIEW MARTINIZING CLEANERS,GA,------,Other,6141 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,33.58757,-84.469361,N  ,N  ,-----,------         
GAD981270598,BRAKE PRO INC,GA,------,Other,101 BROWN FARM RD,CARTERSVILLE,GA,30120,34.129834,-84.854796,N  ,N  ,-----,------         
GAR000014837,KINCAIDS GROCERY,GA,------,Other,4504 HWY 52 EAST,DAWSONVILLE,GA,30534,,,N  ,N  ,-----,------         
GAD984312835,MAIN STREET CHEVROLET GEO,GA,------,Other,539 EAST MAIN ST,CARTERSVILLE,GA,30120,34.173003,-84.779673,N  ,N  ,-----,------         
GAD981278229,CLASSY CHASSIS,GA,------,Other,1316 QUACCO RD,SAVANNAH,GA,31419,32.061444,-81.27144,N  ,N  ,-----,------         
GAD981224959,CRYSTAL VALLEY MERCEDES REPAIR,GA,------,Other,6005 MACON RD,COLUMBUS,GA,31907,32.509114,-84.893141,N  ,N  ,-----,------         
GAR000032672,AUGUSTA TRAFFIC ENGEERING FACILITY,GA,------,Other,328 RIVER FRONT DR,AUGUSTA,GA,30901,,,N  ,N  ,-----,------         
GAD984323006,INDUSTRIAL TRACTOR COMPANY,GA,------,Other,1 PROSPERITY DR,SAVANNAH,GA,31412,32.078011,-81.196243,N  ,N  ,-----,------         
GA0000963587,EXPERT TIRE,GA,------,Other,3843 BLOOMFIELD RD,MACON,GA,31206,32.818066,-83.697214,N  ,N  ,-----,------         
GAR000036525,OCONEE BUSINESS & INDUSTRIAL CENTER,GA,------,Other,1371 WILLOW RUN RD,GREENSBORO,GA,30642,,,N  ,N  ,-----,------         
GAD981248818,PELHAM AUTOMATIC TRANSMISSION,GA,------,Other,280 GLAUSIER ST NE,PELHAM,GA,31779,31.132209,-84.148414,N  ,N  ,-----,------         
GAD047602123,POLLARD LUMBER CO INC,GA,------,VSQG,5863 WASHINGTON RD/HWY 104,APPLING,GA,30802,33.614496,-82.263506,3  ,N  ,H----,------         
GAD106680002,BMCA CALHOUN,GA,------,Other,100 MARINE DR,CALHOUN,GA,30701,34.461543,-84.925189,N  ,N  ,-----,------         
GAD981268311,BILLS TRANSMISSION,GA,------,Other,1803 MURRAY AVE,DALTON,GA,30720,,,N  ,N  ,-----,------         
GAD048711972,VALSPAR COATINGS,GA,------,Other,9308 INDUSTRIAL DR,COVINGTON,GA,30014,33.614825,-83.844068,N  ,N  ,-----,------         
GAD981234016,VALDOSTA LINCOLN MERCURY,GA,------,Other,2590 NORTH VALDOSTA RD,VALDOSTA,GA,31601,30.879627,-83.30138,N  ,N  ,-----,------         
GAR000008235,HARRELL CO,GA,------,Other,HWY 97 N 17 MI N OF BAINBRIDGE,VADA,GA,31717,,,N  ,N  ,-----,------         
GAD981223548,REGENCY NISSAN INC,GA,------,Other,606 N DAVIS DR,WARNER ROBINS,GA,31093,32.631609,-83.612882,N  ,N  ,-----,------         
GAD981260201,SLAUGHTER PAINT & BODY SHOP INC,GA,------,Other,624 FLINT AVE,ALBANY,GA,31701,31.579804,-84.162864,N  ,N  ,-----,------         
GAD981229230,WILKES DEAN PAINT & BODY,GA,------,Other,409 W 31ST ST,SAVANNAH,GA,31401,32.062761,-81.102799,N  ,N  ,-----,------         
GAR000001313,EVENFLO CO INC,GA,------,Other,1000 EVENFLO DR,CANTON,GA,30114-0709,,,N  ,N  ,-----,------         
GAD981249246,CAB LIFT ATLANTA,GA,------,Other,1210 ALLENE AVE SW,ATLANTA,GA,30310,33.721339,-84.412484,N  ,N  ,-----,------         
GAR000033787,CARROLL CO SCHOOLS TRANSPORTATION,GA,------,Other,46 HORSLEY MILL RD,CARROLLTON,GA,30117,33.576179,-85.04628,N  ,N  ,-----,------         
GAD984321075,CHAMBLEE PLAZA CLEANERS,GA,------,Other,5554 PEACHTREE IND BLVD,CHAMBLEE,GA,30341,,,N  ,N  ,-----,------         
GAD981218647,THE DRY CLEANING STORE,GA,------,Other,RT 11 COLLEGE SQUARE SHP CTR,GAINESVILLE,GA,30501,,,N  ,N  ,-----,------         
GAR000025502,RADISSON-SAVANNAH,GA,------,Other,411 W BAY ST,SAVANNAH,GA,31401,,,N  ,N  ,-----,------         
GAD981223035,ROBERTS TRUCK CENTER INC,GA,------,Other,501 BOURNE AVE,GARDEN CITY,GA,31408,32.123407,-81.174129,N  ,N  ,-----,------         
GAR000013987,HARRISON POULTRY,GA,------,Other,STAR ST,BETHLEHEM,GA,30620,,,N  ,N  ,-----,------         
GAR000038992,METRO STATE PRISON,GA,------,Other,1301 CONSTITUTION RD,ATLANTA,GA,30316,,,N  ,N  ,-----,------         
GAD981236557,"SHAW, PLANT 20",GA,------,VSQG,1020 RIVERBEND DR.,DALTON,GA,30721,34.758354,-84.95276,3  ,N  ,H----,------         
GAR000033357,PARKER RESIDENCE,GA,------,Other,4035 GAY RD,GREENVILLE,GA,30222,,,,N  ,-----,------         
GAD984299107,EL CHEAPO 4 SOMMERS 14,GA,------,Other,NINTH ST & COLUMBIA AVE,RINCON,GA,31326,32.290078,-81.234511,N  ,N  ,-----,------         
GAR000011684,BYRONS SPA INC,GA,------,Other,201 HOOKER CEMETARY RD,WILDWOOD,GA,30757,,,N  ,N  ,-----,------         
GAD981244353,BIG ALS,GA,------,Other,330 W FORSYTH ST,AMERICUS,GA,31709,32.073207,-84.235126,N  ,N  ,-----,------         
GA0000053140,LJL TRUCK CENTER INC,GA,------,Other,1231 GORDON HWY,AUGUSTA,GA,30901,33.457082,-81.967774,N  ,N  ,-----,------         
GAR000021782,TRAINGLE CONSTRUCTION CO,GA,------,Other,150 BLOSSUM DR,SAVANNAH,GA,31402-2401,,,N  ,N  ,-----,------         
GAD984298620,MURPHY OIL USA INC,GA,------,Other,304 WEST CURRAHEE,TOCCOA,GA,30577,34.577341,-83.333173,N  ,N  ,-----,------         
GAD981218340,BATASTINI CLEANERS,GA,------,Other,407 12TH AVE,COLUMBUS,GA,31901,32.468492,-84.987434,N  ,N  ,-----,------         
GAD981219520,BCRE INVESTMENTS LLC,GA,------,Other,2704 WASHINGTON RD,AUGUSTA,GA,30904,33.508324,-82.023282,N  ,N  ,-----,------         
GAR000021311,MICHAEL MOORES AUTO PAINT BS,GA,------,Other,2814 S CARPENTER RD,TIFTON,GA,31794,31.438162,-83.547,N  ,N  ,-----,------         
GAR000033290,MANSFIELD ROAD SITE,GA,------,Other,MANSFIELD RD,RYDAL,GA,30171,,,N  ,N  ,-----,------         
GAD980845333,ROBERTSHAW CONTROLS COMPANY,GA,------,Other,101 SAILORS DR,ELLIJAY,GA,30540,,,N  ,N  ,-----,------         
GAD984295568,DUBLIN DISTRIBUTION,GA,------,Other,415 EAST JACKSON STREET,DUBLIN,GA,31021,32.541727,-82.899854,N  ,N  ,-----,------         
GAD981237217,JASPER JEEP SALES INC,GA,------,Other,HWY 5 APPALACHIAN TR,JASPER,GA,30143,,,N  ,N  ,-----,------         
GA0000597146,ABRAHAM BALDWIN COLLEGE,GA,------,VSQG,2802 MOORE HWY,TIFTON,GA,31794-2601,31.485158,-83.526117,3  ,N  ,H----,------         
GAD984318881,APACHE TRANSPORT  INC,GA,------,Other,213 CHERRY HILL RD,MONROE,GA,30665,,,N  ,N  ,-----,------         
GAD984311894,BRUNSWICK NISSAN INC,GA,------,Other,6124 ALTAMA AVE,BRUNSWICK,GA,31525,31.217501,-81.479569,N  ,N  ,-----,------         
GAD981261365,HARBIN'S BODY SHOP INC,GA,------,VSQG,3131 LENORA CHURCH RD,SNELLVILLE,GA,30278,33.832293,-84.008627,3  ,N  ,H----,------         
GAR000001065,APAC GA INC BALLENGER DIV,GA,------,Other,4156 PIO NONO AVE,MACON,GA,31206,,,N  ,N  ,-----,------         
GAD981233463,SHERWIN WILLIAMS,GA,------,Other,2800 SAWNEE AVE,BUFORD,GA,30518,34.124648,-84.000524,N  ,N  ,-----,------         
GAR000010363,"PENSKE TRUCK LEASING CO., LP",GA,------,VSQG,6655 BEST FRIEND RD,NORCROSS,GA,30071,33.917554,-84.224818,3  ,N  ,H----,------         
GAR000014175,WM SHEPPARD LUMBER CO INC,GA,------,Other,HWY 80 EAST,BROOKLET,GA,30415,,,N  ,N  ,-----,------         
GAR000029033,CENTRAL OF GA BATTLEFIELD PARK,GA,------,Other,CORNER OF MLK JR & LOUISVILLE,SAVANNAH,GA,31401,,,N  ,N  ,-----,------         
GAR000027474,EATON AEROSPACE INC TOCCOA2,GA,------,Other,MEADOWBROOK RD,TOCCOA,GA,30577-0189,,,N  ,N  ,-----,------         
GA0000080408,FUJI PHOTO FILM USA INC,GA,------,Other,2450 SATELLITE BLVD,DULUTH,GA,30136,34.000379,-84.078087,N  ,N  ,-----,------         
GAR000011494,TDK ELECTRONICS CORP,GA,------,Other,611 HWY 74 S,PEACHTREE CITY,GA,30269,,,N  ,N  ,-----,------         
GAR000040956,NORTH GEORGIA MEDICAL CENTER - LUMPKIN,GA,------,Other,227 MOUNTAIN DR,DAHLONEGA,GA,30533,34.523013,-83.975973,N  ,N  ,-----,------         
GAD981222847,BOBBY JONES FORD INC,GA,------,Other,3480 WRIGHTSBORO RD,AUGUSTA,GA,30909,33.465222,-82.087479,N  ,N  ,-----,------         
GA0000487298,HOKUSHIN CORP,GA,------,Other,2074 EAST PARK DR,CONYERS,GA,30208,33.664148,-83.977684,N  ,N  ,-----,------         
GAR000009654,FORTSON'S JANITORIAL INC,GA,------,Other,677 DOUBLEBRIDGE RD CONN,DEMOREST,GA,30535,,,N  ,N  ,-----,------         
GAD981270101,DURO COAT INC,GA,------,Other,6432 WARREN DR,NORCROSS,GA,30093,33.908094,-84.217351,N  ,N  ,-----,------         
GAR000030379,UNITED STATES CAN COMPANY,GA,------,Other,1101 COMMERCE DR,MORROW,GA,30260,,,N  ,N  ,-----,------         
GAD130792641,FEDERAL PAPER BOARD,GA,------,Other,HIGHWAY 56 @ 56 LOOP,AUGUSTA,GA,30903,,,N  ,N  ,-----,------         
GAD056204480,SONOCO PRODUCTS CO,GA,------,Other,2490 MARIETTA RD NW,ATLANTA,GA,30318,33.823768,-84.457119,N  ,N  ,-----,------         
GAD984319798,SOUTHEASTERN LABEL CO INC,GA,------,Other,3592 PIERCE DR,CHAMBLEE,GA,30341,33.895011,-84.307767,N  ,N  ,-----,------         
GAD092641596,PHILLIPS & BROOKS,GA,------,Other,2765C BANKERS INDUSTRIAL,DORAVILLE,GA,30340,,,N  ,N  ,-----,------         
GAD981233240,JIM ELLIS ATLANTA INC,GA,------,Other,5901 PEACHTREE IND BLVD,ATLANTA,GA,30341,33.910269,-84.289375,N  ,N  ,-----,------         
GAD984299180,GENUINE PARTS CO,GA,------,Other,1007 ALPHARETTA ST,ROSWELL,GA,30070,,,N  ,N  ,-----,------         
GAR000043075,DAWN FOOD PRODUCT,GA,------,Other,4400 DAWN FOODS PKWY,DOUGLASVILLE,GA,30134,,,N  ,N  ,-----,------         
GAR000056465,SPECIALTY CASEWORKS,GA,------,Other,101 ETHAN ALLEN DR,DAHLONEGA,GA,30533,,,N  ,N  ,-----,------         
GAD984299909,WHITE HOUSE CLEANERS,GA,------,Other,4165 WHEELER ROAD,MARTINEZ,GA,30907,33.487896,-82.121549,N  ,N  ,-----,------         
GAD033585985,ST SERVICES AUGUSTA TERMINAL,GA,------,Other,209 SANDBAR FERRY ROAD,AUGUSTA,GA,30901-1849,33.465788,-81.944285,N  ,N  ,-----,------         
GAD981268329,BURCH LOWE,GA,------,Other,HWY 201 EAST,TUNNEL HILL,GA,30755,,,N  ,N  ,-----,------         
GAD984292342,DANIELS ONE HOUR CLEANERS,GA,------,Other,537 OGLETHORPE BLVD,HINESVILLE,GA,31313,,,N  ,N  ,-----,------         
GAD981270259,GREGORY PRINTING CO,GA,------,Other,1407 ABUTMENT RD,DALTON,GA,30720,34.752529,-84.962938,N  ,N  ,-----,------         
GAR000036111,TERMINIX #2278,GA,------,Other,147 PEACHTREE PKWY,BYRON,GA,31008,,,N  ,N  ,-----,------         
GAD981245291,"ARROWHEAD ALTERNATOR, INC",GA,------,Other,11681 HASTINGS BRIDGE RD,LOVEJOY,GA,30250,,,N  ,N  ,-----,------         
GAD981270044,DULUTH EXPRESS /PRIDE CLEANERS,GA,------,Other,12315 CRABAPPLE RD,ALPHARETTA,GA,30201,,,N  ,N  ,-----,------         
GAR000002188,MID GA ENVIRONMENTAL,GA,------,Other,412 SAWTELL AVE,ATLANTA,GA,30315,33.708805,-84.374214,N  ,N  ,H----,------         
GAR000023192,ALLSOUTH ENVIRONMENTAL SERVICES INC,GA,------,Transporter,3140 ELLENWOOD INDUSTRIAL DR,ELLENWOOD,GA,30294,33.613893,-84.288306,N  ,Y  ,H----,------         
GAD981264666,PPG INDUSTRIES INC #1249,GA,------,Other,5245 WESTGATE DR,ATLANTA,GA,30336,33.740901,-84.561628,N  ,N  ,-----,------         
GAD007796204,MILAN EXPRESS CO INC,GA,------,Other,1622 CEDAR GROVE RD,CONLEY,GA,30288,33.65725,-84.322921,N  ,N  ,-----,------         
GAR000038448,ADVANCED FUEL SYSTEMS GEORGIA,GA,------,Transporter,5257 PROCTOR LANDING,ACWORTH,GA,30101,34.056182,-84.701823,N  ,Y  ,H----,------         
GAR000060707,RADIUS RECYCLING INC ,GA,------,Other,301 INDUSTRIAL PARK RD NE,CARTERSVILLE,GA,30121,34.185739,-84.736521,N  ,N  ,H---S,------         
GAR000060251,SCHNITZER SOUTHEAST LLC,GA,------,Other,1645 7TH STREET,MACON,GA,31201,32.829852,-83.622929,N  ,N  ,H----,------         
GAR000049924,SIMONTON BUILDING PRODUCTS,GA,------,Other,129 N COMMERCE DR,LYONS,GA,30436,,,N  ,N  ,-----,------         
GAD981242613,KAWNEER CO INC,GA,------,Other,7468 HWY 54,JONESBORO,GA,30236,33.551737,-84.347845,N  ,N  ,-----,------         
GAD984304345,LEWIS CLEANERS,GA,------,Other,203 BANKS STATION,FAYETTEVILLE,GA,30214,,,N  ,N  ,-----,------         
