ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
GAR000052530,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA3210020084,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA9210020872,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD086972718,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD000653360,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000058115,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD003308145,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD003300878,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD990741092,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981251028,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD084914787,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000033902,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD073425951,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD003285665,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000068007,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000021022,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000050120,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD991275983,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD061022216,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000022541,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981014491,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000070854,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000030296,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000055996,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA4210022733,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000034991,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD984309815,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000015024,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD042216549,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000062646,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000006627,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD097395693,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD003324449,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000065680,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066415,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065706,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065714,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066431,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065722,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065730,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065748,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065813,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063081,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064907,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064923,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066142,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064931,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064949,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064964,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064980,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064998,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065003,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065037,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065045,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065060,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065078,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065086,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065094,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065110,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065151,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066373,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065193,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065201,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065433,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000011536,GA,003,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,10/31/2016,N  
GAD981237878,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD073460941,GA,001,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,E  ,09/30/2016,N  
GAR000065821,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066456,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065839,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065847,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065854,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065862,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066472,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066480,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066514,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065896,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066597,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065904,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066613,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066662,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066688,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065912,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063453,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064048,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064089,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064113,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066019,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064212,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064220,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064238,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064246,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064261,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064816,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064881,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD000814541,GA,001,FRR,FINANCIAL RECORD REVIEW,E  ,12/14/2016,N  
GAD980729974,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,11/15/2016,Y  
GAD000612564,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/18/2017,N  
GAD981024458,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/17/2017,Y  
GAD981281231,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/12/2017,Y  
GAR000067785,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,09/13/2012,N  
GAR000030486,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/14/2016,N  
GAR000075630,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/18/2016,Y  
GAD084914787,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,03/13/2017,N  
GAD981235294,GA,001,FRR,FINANCIAL RECORD REVIEW,S  ,04/01/2017,N  
GAD075876623,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,11/10/2016,N  
GAR000010504,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/09/2016,Y  
GAD980843155,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,06/06/2018,N  
GAR000038471,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/07/2017,N  
GAD000616367,GA,001,FRR,FINANCIAL RECORD REVIEW,E  ,11/22/2016,N  
GAR000083147,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/22/2018,N  
GAD980799316,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/07/2017,N  
GAR000064295,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/01/2016,Y  
GAR000078873,GA,002,SNY,SIGNIFICANT NON-COMPLIER,S  ,03/21/2016,Y  
GA6202932244,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/05/2016,Y  
GAR000050013,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/07/2016,N  
GAD003275252,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/06/2016,N  
GAD981235294,GA,001,FRR,FINANCIAL RECORD REVIEW,E  ,12/23/2016,N  
GAD981235294,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,11/03/2016,N  
GAR000058560,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/30/2016,Y  
GAD004065520,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/10/2016,N  
GAD033842543,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/12/2017,N  
GAR000070409,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/08/2017,N  
GAR000078667,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/15/2017,N  
GAD981027147,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/08/2017,N  
GAD981264658,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/22/2017,N  
GAR000061895,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/24/2017,N  
GAD003300506,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,05/08/2017,Y  
GAD003300506,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,05/08/2017,N  
GAD003324985,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,10/27/2016,Y  
GA0000012807,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD045837945,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000074708,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000039503,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981270440,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981266380,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981236490,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000023291,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD109263467,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981268626,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA0001040153,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD984322503,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981282411,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD001792936,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD984304014,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000063768,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064121,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064352,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GA0000565713,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066191,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066282,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD984296160,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066639,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000075499,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064139,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064253,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064824,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064865,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064956,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD984321265,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/15/2016,N  
GAD003480530,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/17/2016,Y  
GAD084914787,GA,002,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/20/2017,N  
GAD084914787,GA,003,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,09/20/2017,N  
GAD051011609,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,05/09/2017,N  
GAD000821934,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/13/2022,N  
GAR000050013,GA,003,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,05/10/2022,N  
GAD981216609,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/03/2018,N  
GAD069199628,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD984308213,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA0001405059,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD980729974,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD003275468,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD984310755,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065342,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063644,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063651,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000072371,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063693,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063925,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000076307,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/04/2016,N  
GAD004065520,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,11/02/2017,N  
GAR000058644,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981269210,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981245236,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044511,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000048645,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000077859,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000013441,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA8570024606,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000049676,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD064494040,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000014902,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981268733,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981281231,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD991274960,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD006926430,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000033910,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000076398,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000074690,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000059311,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000059329,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000061945,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000009571,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981221195,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000053272,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD984307595,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD991275900,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD000143677,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000058701,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000033118,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981275449,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD980709406,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD000813691,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD095797817,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000064972,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065052,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065128,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065136,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065144,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065235,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065292,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065300,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065318,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065334,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066464,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065417,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000076380,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063966,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064055,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064394,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064469,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000005918,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000070466,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064683,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065995,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063628,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063636,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063669,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000049544,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063677,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000057034,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063719,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063727,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063875,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063891,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063701,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063776,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064063,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063784,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063800,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063834,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064162,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064311,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064329,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064337,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066316,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065607,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065615,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065623,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065631,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066332,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066365,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066381,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065649,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065672,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD000821934,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/28/2016,N  
GAD004065520,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,12/15/2016,N  
GAD003480530,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,11/17/2016,N  
GAR000074286,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/04/2017,N  
GAR000015065,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD051010429,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000064279,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD065367781,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD051021285,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD000821934,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000050013,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
