ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
GAD003302064,GA,003,HQ120,WRITTEN INFORMAL,S  ,04/10/1986,,,,
GAD070330576,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/28/1993,163000.0,100000.0,,
GAD070330576,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/31/1992,,,,
GAD070330576,GA,003,HQ120,WRITTEN INFORMAL,S  ,09/26/1986,,,,
GAD070330576,GA,002,HQ120,WRITTEN INFORMAL,S  ,07/21/1986,,,,
GAD072472707,GA,003,HQ120,WRITTEN INFORMAL,S  ,07/31/1987,,,,
GAD072473622,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/13/1995,,800.0,,
GAD073460941,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/12/1997,,,,
GAD091534776,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/23/1995,,,,
GAD091534776,GA,012,HQ120,WRITTEN INFORMAL,S  ,03/06/1990,,,,
GAD033582461,GA,040,HQ120,WRITTEN INFORMAL,S  ,05/07/1985,,,,
GAD033582461,GA,031,HQ120,WRITTEN INFORMAL,S  ,04/11/1985,,,,
GAD033582461,GA,039,HQ120,WRITTEN INFORMAL,S  ,01/24/1985,,,,
GAD033582461,GA,014,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/05/1984,5000.0,5000.0,,
GAD069223584,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/03/1994,,11000.0,,
GAD070327267,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/11/1986,,,,
GAD041011099,GA,004,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/23/1987,160000.0,160000.0,,
GAD041011099,GA,013,HQ120,WRITTEN INFORMAL,S  ,07/26/1985,,,,
GAD041013657,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/10/1994,,,,
GAD041013657,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/30/1993,,,,
GAD070330576,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/11/1996,,,,
GAD084823301,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/16/1992,,,,
GAD084823301,GA,008,HQ120,WRITTEN INFORMAL,S  ,03/31/1989,,,,
GAD084823301,GA,006,HQ120,WRITTEN INFORMAL,S  ,04/06/1987,,,,
GAD084823301,GA,004,HQ120,WRITTEN INFORMAL,S  ,07/03/1986,,,,
GAD042125146,GA,006,HQ120,WRITTEN INFORMAL,S  ,06/15/1983,,,,
GAD981224942,GA,002,HQ120,WRITTEN INFORMAL,S  ,12/02/1995,,,,
GAD981235823,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/27/1995,,,,
GAD981236441,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/28/1989,,,,
GAD981236821,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/18/1991,,,,
GAD981237118,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/08/1997,,,,
GAD063152573,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/15/1996,,10000.0,,
GAD063152573,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/12/1996,,,,
GAD051034387,GA,036,HQ120,WRITTEN INFORMAL,S  ,01/06/1986,,,,
GAD051034387,GA,030,HQ120,WRITTEN INFORMAL,S  ,03/22/1985,,,,
GAD051034387,GA,006,HQ120,WRITTEN INFORMAL,S  ,01/11/1985,,,,
GAD053354486,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/28/1989,,,,
GAD033842543,GA,001,HQ110,VERBAL INFORMAL,S  ,01/03/1995,,,,
GAD033842543,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/21/1994,,,,
GAD033842543,GA,001,HQ110,VERBAL INFORMAL,S  ,03/29/1993,,,,
GAD033842543,GA,021,HQ120,WRITTEN INFORMAL,S  ,12/21/1990,,,,
GAD033842543,GA,018,HQ120,WRITTEN INFORMAL,S  ,11/03/1989,,,,
GAD072474471,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/30/1986,,,,
GAD072483431,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/06/1999,,,,
GAD073421695,GA,003,HQ120,WRITTEN INFORMAL,S  ,03/13/1991,,,,
GAD042216549,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/21/1998,,,,
GAD042962001,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/13/1994,,,,
GAD042973313,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/20/1986,,,,
GAD006924872,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/04/1996,,,,
GAD991275124,GA,025,HQ120,WRITTEN INFORMAL,S  ,05/06/1985,,,,
GAD991291352,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/02/1999,,,,
GAD991291352,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/11/1996,,,,
GAD991303991,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/16/1985,,,,
GAR000000224,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/14/1995,,6900.0,,
GAR000000885,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/18/1996,,,,
GAR000000919,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/19/1997,,,,
GAR000002279,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/06/1995,,,,
GAD003319787,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/11/1995,,2700.0,,
GAD003322104,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/13/1994,,,,
GAD040673469,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/31/1995,,800.0,,
GAD006924872,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/15/1991,,,,
GAD006924872,GA,003,HQ120,WRITTEN INFORMAL,S  ,10/07/1988,,,,
GAD007796204,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/15/1990,,,,
GAD008212409,GA,012,HQ510,INITIAL CIVIL JUDICIAL ACTION FOR COMPLIANCE AND/OR MONETARY PENALTY,E  ,09/30/1988,,,,
GAD008212409,GA,006,HQ120,WRITTEN INFORMAL,S  ,09/11/1987,,,,
GAD065328056,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/30/1996,,,,
GAD065330151,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/05/2000,,4500.0,,
GAD065330151,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,01/27/2000,,,,
GAD066468521,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,03/02/1994,,,,
GAD981243942,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/26/1999,,,,
GAD981244510,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/10/1989,,,,
GAD981244510,GA,002,HQ120,WRITTEN INFORMAL,S  ,02/07/1989,,,,
GAD981245137,GA,002,HQ620,FINAL CIVIL JUDICIAL ACTION FOR IMMINENT AND SUBSTANTIAL ENDANGERMENT,S  ,01/07/1999,,,,
GAD981245236,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/16/1999,,,,
GAD004065520,GA,001,HQ110,VERBAL INFORMAL,S  ,05/05/1998,,,,
GAD075942706,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/27/1993,,,,
GAD075942706,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/09/1991,,,,
GAD075942706,GA,003,HQ120,WRITTEN INFORMAL,S  ,01/13/1989,,,,
GAD075942706,GA,002,HQ120,WRITTEN INFORMAL,S  ,04/15/1988,,,,
GAD078105749,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/08/1999,,,,
GAD078106846,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/15/1996,,,,
GAD078106846,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/22/1995,,,,
GAD078106846,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/08/1994,,,,
GAD066610866,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/13/1985,,,,
GAD067560870,GA,044,HQ120,WRITTEN INFORMAL,S  ,10/26/1989,,,,
GAR000003327,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/22/1999,,,,
GAR000003970,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/06/1997,,,,
GAR000010207,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,04/01/1997,,,,
GAR000010314,GA,001,HQ110,VERBAL INFORMAL,S  ,12/10/1996,,,,
GAR000010751,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/05/1999,,,,
GAR000011148,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/07/1999,,,,
GAD003305307,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,04/21/1995,,,,
GAD003305307,GA,002,HQ120,WRITTEN INFORMAL,S  ,05/22/1985,,,,
GAD051011344,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/08/1994,,175000.0,,
GAD051011344,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/09/1985,,,,
GAD051011609,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/19/1998,,,,
GAD981221682,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/09/2008,,,,
GAD091534776,GA,003,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/05/1986,,,,
GAD066465824,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/08/1999,,,,
GAD075876623,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/09/1999,,,,
GAD075876623,GA,008,HQ120,WRITTEN INFORMAL,S  ,03/14/1989,,,,
GAD041007063,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/26/2021,,,,
GAD981243868,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/27/2000,,,,
GAD981264849,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/31/2000,,,,
GAD981265267,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/16/1991,,,,
GAR000026088,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/02/2017,,3700.0,,
GAD981269095,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/02/1999,,,,
GAD981269095,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/21/1999,,,,
GAD981022031,GA,016,HQ120,WRITTEN INFORMAL,S  ,07/07/1987,,,,
GAD082830803,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/10/1995,,,,
GAD984289884,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/23/1993,,,,
GAD981270416,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/15/1994,,,,
GAD981270507,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/22/1991,,,,
GAD981270572,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/24/1992,,,,
GAD981270812,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/01/1995,,,,
GAD984274381,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/07/1998,,,,
GAD984279562,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/16/1995,,,,
GAD984280081,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/23/1995,,,,
GAD984280669,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/29/1999,,,,
GAD984284984,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/22/1994,,,,
GAD083757617,GA,002,HQ120,WRITTEN INFORMAL,S  ,02/19/1990,,,,
GAD981238199,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/15/2000,,,,
GAD981238199,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/25/1996,,15000.0,,
GAD981238199,GA,002,HQ120,WRITTEN INFORMAL,S  ,03/29/1990,,,,
GA0210020046,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/04/1994,,50000.0,,
GA0210020046,GA,001,HQ340,FINAL 3008(H) I.S. CA ORDER,S  ,09/10/1993,,,,
GA0000064691,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/21/1994,,115000.0,,
GA0000081281,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/16/2000,,,,
GA0000081281,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/12/1999,,,,
GA0570024109,GA,018,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/23/1988,,,,
GA0570024109,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/03/1984,,,,
GA1570024330,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/21/1997,,,,
GA1570024330,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/07/1996,,,,
GAD981226541,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/09/1994,,,,
GA0000012914,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/21/1999,,,,
GA0000012914,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/27/1996,,,,
GA0000904219,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/22/1997,,,,
GA0000927152,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/30/1998,,,,
GAD030037378,GA,002,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/09/1984,,,,
GAD030058713,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/23/1996,,,,
GAD065370595,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/23/1985,,,,
GA0210020368,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/07/1999,,50000.0,,
GA7170023694,GA,021,HQ120,WRITTEN INFORMAL,S  ,12/20/1985,,,,
GA7170023694,GA,016,HQ120,WRITTEN INFORMAL,S  ,04/30/1984,,,,
GA7360015450,GA,001,HQ110,VERBAL INFORMAL,S  ,09/29/1993,,,,
GA8570024606,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/29/1998,,,,
GA8570024606,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/17/1996,,,,
GAD980799324,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/28/1992,,,,
GAD980803837,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/10/1998,,,,
GAD980803837,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/10/1997,,,,
GAD980803951,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/13/1989,,,,
GAD980839153,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/02/1991,,,,
GAD059522870,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/07/1991,,,,
GAD000222083,GA,022,HQ120,WRITTEN INFORMAL,S  ,11/30/1982,,,,
GAD000222083,GA,006,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/30/1982,,,,
GAD981024466,GA,005,HQ120,WRITTEN INFORMAL,S  ,05/29/1990,,,,
GAD981024466,GA,003,HQ120,WRITTEN INFORMAL,S  ,05/15/1990,,,,
GAD981025265,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/09/1996,,,,
GAD981025265,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/16/1995,,2000.0,,
GAD980729974,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/15/1999,,,,
GAD984306878,GA,001,HQ240,INIT. 3008(H) I.S. CA ORDER,S  ,11/19/1992,,,,
GAD981476831,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/17/1995,,,,
GAD984268490,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/04/1996,,,,
GAD984318568,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/18/1996,,,,
GAD981220460,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/25/1999,,,,
GAD981221328,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/15/1992,,,,
GAD984316935,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/24/1997,,,,
GAD059522870,GA,004,HQ120,WRITTEN INFORMAL,S  ,07/11/1990,,,,
GAD059522870,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/18/1984,,,,
GA8570024606,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/30/1991,,,,
GA8570024606,GA,003,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/03/1984,,,,
GA9210020872,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/18/1992,,,,
GA9210020872,GA,011,HQ120,WRITTEN INFORMAL,S  ,05/15/1987,,,,
GAD097389530,GA,002,HQ120,WRITTEN INFORMAL,S  ,04/19/1983,,,,
GAD107525503,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,04/18/1994,,,,
GAD096629282,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,04/25/1996,,,,
GAD097392971,GA,003,HQ120,WRITTEN INFORMAL,S  ,06/04/1986,,,,
GAD097392971,GA,007,HQ120,WRITTEN INFORMAL,S  ,11/02/1984,,,,
GAD097392971,GA,011,HQ120,WRITTEN INFORMAL,S  ,07/03/1984,,,,
GAD097392971,GA,008,HQ120,WRITTEN INFORMAL,S  ,01/27/1984,,,,
GAD097395693,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/21/1999,,,,
GAD097800205,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/23/1993,,,,
GAD981469042,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/25/1993,,,,
GAD981469067,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/20/1991,,,,
GAD981469281,GA,001,HQ810,STATE TO EPA ADMINISTRATIVE REFERRAL,S  ,07/01/1996,,,,
GA0000192187,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/02/1995,,1000.0,,
GA0000192187,GA,001,HQ110,VERBAL INFORMAL,S  ,04/14/1995,,,,
GA0000233163,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/20/1994,,99000.0,,
GAD984318279,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/23/1994,,,,
GAD984318360,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/11/1997,,,,
GAD981229305,GA,002,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/29/1995,,,,
GAD981229487,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/23/1990,,,,
GAD981230246,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/23/1991,,,,
GAD981230592,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/08/1992,,,,
GAD981231970,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/10/1990,,,,
GA0000263343,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/17/1994,,,,
GA0000263343,GA,001,HQ110,VERBAL INFORMAL,S  ,10/14/1994,,,,
GA0000487223,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/27/2000,,,,
GA0000487223,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/12/1997,,,,
GA0210020368,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/16/1994,,,,
GA0210020368,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/23/1992,,,,
GAD981265424,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/30/1998,,,,
GAD981265424,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/25/1992,,,,
GAD990675118,GA,040,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/24/1988,,,,
GAD000222083,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/25/1999,,,,
GAD000222083,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/22/1998,,,,
GAD981274061,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/29/1995,,,,
GAD981274061,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/23/1991,,,,
GAD084823301,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/03/1995,,,,
GAD092375260,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/19/1993,,,,
GAD092375377,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/10/1995,,,,
GAD092375377,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/06/1993,,,,
GA4170090001,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/31/1992,,,,
GA4210022733,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/09/1998,,,,
GAD097392971,GA,018,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/06/1986,1000.0,1000.0,,
GAD120253703,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/06/1986,,,,
GAD096629282,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/16/1998,,28750.0,,
GAD981266067,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/30/1991,,,,
GAR000008136,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/04/1999,,,,
GAR000008151,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/06/1997,,,,
GAR000008409,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,03/03/2000,,,,
GAR000008748,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/08/1999,,,,
GAR000018010,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/08/2000,,1000.0,,
GAD098583909,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/14/1984,,,,
GAD099303182,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/11/1991,,,,
GAD981262447,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/09/1995,,1500.0,,
GAD075884957,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/13/1984,,,,
GAD981266182,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/12/1991,,,,
GAD981275514,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/22/1999,,,,
GAD063152573,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/09/1984,,,,
GAD063777197,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/08/1999,,,,
GAD064494040,GA,005,HQ120,WRITTEN INFORMAL,S  ,04/12/1990,,,,
GAD064494040,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/06/1989,,,,
GAD064513757,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/29/1999,,13000.0,,
GAD064513757,GA,001,HQ110,VERBAL INFORMAL,S  ,08/17/1999,,,,
GAD981266208,GA,001,HQ110,VERBAL INFORMAL,S  ,09/02/1994,,,,
GAD981269210,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/29/1995,,,,
GAD981270069,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/14/1998,,,,
GAD984291351,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/18/2000,,,,
GAD981270911,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/16/1991,,,,
GAD981271497,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/28/1990,,,,
GAD981273659,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/23/1996,,5000.0,,
GAD981273659,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/24/1995,,,,
GA1570024330,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/08/1991,,,,
GAD990741092,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/26/1999,,,,
GAD980842777,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/27/1993,,,,
GAD980844955,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/09/1994,,,,
GAD980845077,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/21/2000,,3000.0,,
GAD980845101,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/29/1989,,,,
GAD980846109,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/12/1987,,,,
GAD981222102,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/17/1991,,,,
GAD980842850,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/05/1985,,,,
GAD106026537,GA,002,HQ120,WRITTEN INFORMAL,S  ,05/24/1990,,,,
GAD106680002,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/20/1994,,,,
GAD106680184,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/22/1993,,,,
GAD980709257,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/09/1999,,,,
GAD980556740,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/05/1991,,,,
GAD981470719,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/06/2000,,5000.0,,
GAD991275710,GA,006,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/22/1985,,,,
GA1570024330,GA,016,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/15/1986,,,,
GAR000018036,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/08/2000,,,,
GAR000018697,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/28/2000,,2000.0,,
GAR000020669,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/05/2000,,2000.0,,
GAD981022064,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/09/1996,,,,
GAD981024334,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/29/1995,,,,
GAD991275710,GA,009,HQ120,WRITTEN INFORMAL,S  ,08/11/1982,,,,
GAD991275900,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/15/1993,,,,
GAD981021199,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/19/1999,,,,
GAD981234248,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/20/2000,,3000.0,,
GAD981234248,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/07/1999,,3000.0,,
GAD981234248,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/28/1994,,,,
GAD981027055,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/23/1995,,,,
GAD092384874,GA,002,HQ340,FINAL 3008(H) I.S. CA ORDER,S  ,10/13/1999,,,,
GAD079364741,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/10/1984,,,,
GAD080084361,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/24/1986,4000.0,4000.0,,
GAD981233935,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/13/1997,,,,
GAR000061358,GA,002,HQ120,WRITTEN INFORMAL,S  ,09/26/2011,,,,
GAR000083055,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/19/2022,,,,
GAR000041293,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/31/2011,,,,
GA0000081281,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/19/2011,,,,
GAR000049544,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/28/2008,,,,
GAR000078873,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/15/2016,,2900.0,,
GAD984302117,GA,002,HQ120,WRITTEN INFORMAL,S  ,07/14/2017,,,,
GAD004065520,GA,001,HQ130,NOTICE OF DETERMINATION,E  ,05/09/2016,,,,
GAD051008274,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/22/2017,,,,
GAD981224983,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/28/2017,,,,
GAD003323805,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/15/2016,,,,
GAD000616367,GA,001,HQ110,VERBAL INFORMAL,S  ,01/13/2021,,,,
