CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
13199970600,Georgia,Meriwether County,0,3155,1212,0,253,8.02,0,0,0,1,1,1,25.4,38671,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3151,99.89,1846,58.5,646,20.48,601,19.06,2109,66.85,937,29.71,15,0.48,0,0,16,0.51,74,2.35,45,1.43,108,8.93,206,16.97,3033,96.15,1774,56.23,617,19.55,583,18.49,2046,64.85,884,28.03,14,0.46,0,0,15,0.47,74,2.34,44,1.41,101,8.34,197,16.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2115,647,602,2109,941,15,0,16,74,45,115,232
13199970700,Georgia,Meriwether County,0,7608,2790,0,0,0,1,1,0,1,1,1,17.3,50324,1,1,0,0,0,1,0,1,721,721,NULL,268,268,NULL,7608,100,3120,41,1794,23.58,1010,13.28,4616,60.67,2761,36.29,19,0.25,0,0,38,0.5,174,2.29,160,2.1,222,7.97,419,15.02,7597,99.85,3114,40.94,1790,23.52,1009,13.27,4610,60.6,2757,36.24,19,0.25,0,0,38,0.5,172,2.26,160,2.1,222,7.97,419,15.01,721,9.48,268,3.52,172,2.26,86,1.13,412,5.42,289,3.8,0,0,0,0,6,0.07,14,0.19,15,0.2,29,1.05,38,1.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3001,1794,1010,4616,2761,19,0,38,174,160,210,411
13199970800,Georgia,Meriwether County,0,5015,2000,0,0,0,0,0,0,1,1,1,22.1,53412,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4231,84.37,1957,39.03,953,19,700,13.97,2112,42.12,2041,40.7,10,0.21,2,0.04,7,0.13,59,1.17,42,0.83,247,12.36,414,20.69,2849,56.82,1207,24.07,587,11.7,502,10.02,1796,35.81,988,19.71,7,0.14,2,0.04,6,0.12,50,1,35,0.69,152,7.6,282,14.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2428,1162,825,2383,2525,22,2,11,72,47,318,464
13201950100,Georgia,Miller County,0,1599,673,0,16,1,0,0,0,0,0,1,23.4,55739,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1275,79.74,507,31.7,250,15.63,245,15.33,1041,65.1,215,13.46,3,0.19,0,0,3,0.19,13,0.81,15,0.96,33,4.93,103,15.35,1171,73.25,466,29.12,234,14.63,225,14.08,951,59.46,202,12.64,3,0.19,0,0,3,0.19,12,0.78,12,0.74,30,4.49,94,13.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,689,325,314,1279,279,12,0,3,26,29,43,134
13201950200,Georgia,Miller County,0,1921,728,0,152,7.91,0,0,0,0,0,1,31.1,41216,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1316,68.51,594,30.94,338,17.59,203,10.57,644,33.5,650,33.84,8,0.42,0,0,1,0.07,13,0.68,8,0.41,63,8.66,142,19.51,856,44.57,383,19.92,219,11.42,144,7.52,513,26.73,321,16.7,8,0.42,0,0,1,0.05,13,0.68,7,0.36,40,5.55,91,12.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,728,450,381,943,942,14,0,3,19,15,86,194
13201950300,Georgia,Miller County,0,2605,1025,0,0,0,0,0,0,0,0,0,17.2,55353,0,0,0,0,0,0,0,0,25,25,NULL,8,8,NULL,2413,92.62,943,36.19,613,23.53,396,15.22,1901,72.96,454,17.44,0,0,0,0,9,0.35,49,1.88,35,1.34,49,4.75,112,10.93,2382,91.45,930,35.69,609,23.39,390,14.96,1873,71.91,451,17.31,0,0,0,0,9,0.35,49,1.88,35,1.34,48,4.68,110,10.77,25,0.96,8,0.3,2,0.09,10,0.4,25,0.95,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,915,661,428,2044,499,2,0,9,51,49,47,108
13205090100,Georgia,Mitchell County,0,3515,1314,0,9,0.26,0,0,0,0,0,1,18.6,42300,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3515,100,1967,55.96,940,26.74,428,12.18,2365,67.28,1013,28.82,11,0.31,1,0.03,13,0.37,112,3.19,105,2.99,42,3.2,247,18.78,3515,100,1967,55.96,940,26.74,428,12.18,2365,67.28,1013,28.82,11,0.31,1,0.03,13,0.37,112,3.19,105,2.99,42,3.2,247,18.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2003,940,428,2365,1013,11,1,13,112,105,40,228
13205090200,Georgia,Mitchell County,0,3606,1340,0,157,4.35,0,0,0,0,0,1,23.8,38333,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,2855,79.18,1630,45.21,667,18.51,559,15.49,2143,59.44,527,14.62,17,0.46,0,0,18,0.5,150,4.16,183,5.08,78,5.82,209,15.62,2467,68.43,1370,37.99,612,16.97,411,11.39,1903,52.79,388,10.76,14,0.39,0,0,18,0.49,144,4.01,176,4.87,71,5.28,189,14.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1828,905,640,2489,897,18,0,19,183,223,104,254
13205090300,Georgia,Mitchell County,0,2481,938,0,23,0.93,0,0,0,1,1,1,43.4,27305,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1335,53.81,889,35.82,381,15.36,159,6.39,246,9.9,1074,43.3,2,0.08,0,0,4,0.16,9,0.38,16,0.63,123,13.06,211,22.55,662,26.68,434,17.48,167,6.74,87,3.49,229,9.22,424,17.07,0,0,0,0,1,0.04,9,0.35,13,0.52,66,7.04,109,11.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1784,709,324,300,2160,2,0,6,13,27,272,452
13205090400,Georgia,Mitchell County,1,7812,2155,0,1914,24.5,1,1,1,0,0,1,23.7,39663,1,1,1,1,1,0,0,0,4547,6603,4547,1741,2695,1741,6603,84.52,2695,34.49,1294,16.57,608,7.78,2889,36.98,3302,42.26,58,0.74,2,0.03,17,0.22,335,4.29,461,5.9,37,1.71,369,17.1,4547,58.2,1741,22.29,739,9.46,396,5.06,2085,26.69,2307,29.53,36,0.46,2,0.03,11,0.14,106,1.36,248,3.18,19,0.87,221,10.24,12,0.16,6,0.08,4,0.04,1,0.02,7,0.08,6,0.07,0,0,0,0,0,0,0,0,2,0.03,0,0,1,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2195,1640,803,3186,4179,75,2,20,350,480,53,447
13205090500,Georgia,Mitchell County,0,6084,2308,0,32,0.53,0,0,0,1,1,1,18.3,50458,0,0,0,0,0,0,0,1,338,338,NULL,126,126,NULL,5124,84.22,2508,41.23,1388,22.82,753,12.38,2369,38.94,2592,42.6,9,0.15,6,0.1,14,0.24,134,2.2,169,2.78,420,18.22,520,22.54,3499,57.52,1571,25.83,862,14.17,534,8.78,2072,34.06,1299,21.36,7,0.12,6,0.1,11,0.18,104,1.71,131,2.15,249,10.78,359,15.55,338,5.56,126,2.07,79,1.29,58,0.96,294,4.84,37,0.61,0,0,0,0,0,0,7,0.11,11,0.19,31,1.36,36,1.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2734,1642,892,2924,2970,16,7,19,148,193,460,595
13207050101,Georgia,Monroe County,0,6167,2352,0,78,1.26,0,0,0,1,1,1,20.9,69792,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,6079,98.57,2148,34.83,1423,23.07,802,13.01,4913,79.66,957,15.52,64,1.04,0,0,19,0.31,126,2.04,154,2.5,198,8.42,203,8.65,5765,93.49,2010,32.59,1357,22.01,758,12.29,4689,76.04,881,14.28,59,0.96,0,0,19,0.31,118,1.91,145,2.35,188,7.99,192,8.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1954,1436,819,4970,988,64,0,19,126,163,189,187
13207050102,Georgia,Monroe County,0,4234,1636,0,69,1.63,0,0,0,0,0,1,15.8,49583,0,0,0,0,0,0,0,0,76,76,NULL,41,41,NULL,3858,91.11,1998,47.19,913,21.57,577,13.62,2769,65.4,989,23.37,14,0.34,0,0,10,0.24,75,1.78,69,1.63,55,3.34,223,13.65,3338,78.84,1720,40.63,798,18.84,487,11.51,2668,63,579,13.67,12,0.28,0,0,9,0.21,71,1.68,68,1.61,47,2.84,195,11.92,76,1.78,41,0.97,21,0.49,7,0.16,68,1.61,5,0.12,0,0,0,0,2,0.05,0,0,0,0,1,0.08,5,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2174,994,641,2832,1294,16,0,10,82,69,59,240
13207050200,Georgia,Monroe County,0,5729,1846,0,932,16.27,0,0,0,1,1,1,22.9,52545,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,5126,89.48,2381,41.57,1148,20.05,541,9.45,2527,44.12,2447,42.71,41,0.72,0,0,13,0.23,97,1.69,120,2.09,127,6.9,272,14.73,3561,62.15,1658,28.95,757,13.21,296,5.16,1758,30.69,1736,30.3,15,0.26,0,0,9,0.16,43,0.75,69,1.21,83,4.52,164,8.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2273,1268,674,2904,2648,48,0,15,114,130,152,322
13207050301,Georgia,Monroe County,0,4671,1748,0,13,0.28,0,0,0,0,0,0,9.5,71987,1,1,0,0,0,1,0,0,832,832,NULL,337,337,NULL,4671,100,1178,25.22,1008,21.58,642,13.74,3661,78.38,914,19.57,20,0.43,1,0.02,10,0.21,65,1.39,46,0.98,81,4.64,141,8.04,4671,100,1178,25.22,1008,21.58,642,13.74,3661,78.38,914,19.57,20,0.43,1,0.02,10,0.21,65,1.39,46,0.98,81,4.64,141,8.04,832,17.8,337,7.21,160,3.42,153,3.28,577,12.35,229,4.9,6,0.13,1,0.02,3,0.07,15,0.32,8,0.17,13,0.72,26,1.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1291,1008,642,3661,914,20,1,10,65,46,81,151
13207050302,Georgia,Monroe County,0,5623,2080,0,116,2.06,0,0,0,0,0,0,3.5,107236,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5623,100,911,16.2,1247,22.18,893,15.88,4998,88.88,424,7.54,66,1.17,3,0.05,15,0.27,117,2.08,127,2.26,0,0,44,2.11,5558,98.85,904,16.07,1232,21.92,880,15.65,4938,87.81,421,7.48,65,1.16,3,0.05,15,0.26,117,2.08,126,2.25,0,0,43,2.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1146,1247,893,4998,424,66,3,15,117,127,0,49
13209950100,Georgia,Montgomery County,0,1978,810,0,0,0,0,0,0,0,0,1,20.2,66518,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1978,100,681,34.44,458,23.15,305,15.42,1749,88.42,187,9.45,8,0.4,0,0,2,0.1,32,1.62,39,1.97,19,2.38,76,9.35,1978,100,681,34.44,458,23.15,305,15.42,1749,88.42,187,9.45,8,0.4,0,0,2,0.1,32,1.62,39,1.97,19,2.38,76,9.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,597,458,305,1749,187,8,0,2,32,39,17,65
13209950200,Georgia,Montgomery County,0,4861,1594,0,732,15.06,0,0,0,1,1,1,25,42063,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4131,84.99,2012,41.39,882,18.15,424,8.72,2415,49.67,1537,31.62,14,0.29,0,0,4,0.08,161,3.32,212,4.35,126,7.88,360,22.57,2998,61.68,1482,30.5,650,13.37,329,6.77,1728,35.54,1173,24.12,3,0.06,0,0,4,0.08,91,1.87,142,2.91,79,4.93,262,16.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2084,1086,498,2850,1794,15,0,4,198,243,177,438
13209950300,Georgia,Montgomery County,0,2284,883,0,0,0,1,1,0,0,0,1,12.3,52463,1,1,0,0,0,1,0,0,1109,1109,NULL,367,367,NULL,2284,100,768,33.61,540,23.64,370,16.2,1692,74.08,416,18.21,3,0.13,1,0.04,0,0,172,7.53,198,8.67,17,1.88,142,16.1,2284,100,768,33.61,540,23.64,370,16.2,1692,74.08,416,18.21,3,0.13,1,0.04,0,0,172,7.53,198,8.67,17,1.88,142,16.1,1109,48.56,367,16.08,241,10.56,195,8.53,745,32.63,318,13.94,3,0.13,0,0,0,0,42,1.85,39,1.7,9,1.01,72,8.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,732,540,370,1692,416,3,1,0,172,198,15,127
13211010100,Georgia,Morgan County,0,2717,993,0,0,0,0,0,0,0,0,0,8.1,74144,1,1,0,0,0,1,0,0,542,542,NULL,123,123,NULL,2717,100,614,22.61,663,24.4,379,13.95,2152,79.21,469,17.26,1,0.04,0,0,8,0.29,87,3.2,68,2.5,3,0.28,136,13.72,2717,100,614,22.61,663,24.4,379,13.95,2152,79.21,469,17.26,1,0.04,0,0,8,0.29,87,3.2,68,2.5,3,0.28,136,13.72,542,19.95,123,4.51,122,4.48,94,3.47,449,16.51,73,2.69,0,0,0,0,1,0.02,20,0.73,9,0.34,1,0.06,29,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,630,663,379,2152,469,1,0,8,87,68,3,145
13211010200,Georgia,Morgan County,0,3475,1304,0,0,0,0,0,0,0,0,0,15.3,67000,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3475,100,1136,32.7,855,24.6,497,14.3,2850,82.01,543,15.63,14,0.4,0,0,6,0.17,62,1.78,40,1.15,64,4.93,248,19.04,3475,100,1136,32.7,855,24.6,497,14.3,2850,82.01,543,15.63,14,0.4,0,0,6,0.17,62,1.78,40,1.15,64,4.93,248,19.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,855,497,2850,543,14,0,6,62,40,71,258
13211010300,Georgia,Morgan County,1,7183,2682,0,154,2.14,0,0,0,0,1,0,8,66796,1,1,1,1,1,0,0,1,5642,6473,5642,1840,2179,1840,6473,90.11,2179,30.33,1622,22.58,1109,15.44,3961,55.14,2256,31.4,64,0.9,0,0,20,0.27,172,2.4,187,2.6,182,6.77,367,13.67,5642,78.55,1840,25.61,1433,19.95,896,12.48,3424,47.67,2011,28,52,0.72,0,0,18,0.26,137,1.91,153,2.14,165,6.15,321,11.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2212,1841,1195,4279,2596,77,0,22,209,217,197,396
13211010400,Georgia,Morgan County,0,2832,1091,0,0,0,0,0,0,0,0,0,12.8,74512,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2832,100,729,25.75,653,23.06,452,15.96,2351,83.02,386,13.63,6,0.21,0,0,14,0.49,75,2.65,78,2.75,23,2.09,108,9.86,2832,100,729,25.75,653,23.06,452,15.96,2351,83.02,386,13.63,6,0.21,0,0,14,0.49,75,2.65,78,2.75,23,2.09,108,9.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,723,653,452,2351,386,6,0,14,75,78,21,99
13211010500,Georgia,Morgan County,0,1661,590,0,0,0,0,0,0,0,0,0,10.3,73000,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1588,95.63,317,19.11,422,25.4,219,13.16,1279,77.03,214,12.88,8,0.48,0,0,4,0.24,83,5,90,5.42,21,3.59,45,7.62,1514,91.14,303,18.22,408,24.58,198,11.91,1210,72.83,213,12.84,8,0.46,0,0,4,0.24,79,4.76,86,5.18,20,3.37,42,7.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,427,251,1352,214,8,0,4,83,91,24,51
13213010100,Georgia,Murray County,0,3587,1359,0,0,0,0,0,0,0,0,1,17.1,52714,0,0,0,0,0,0,0,0,469,469,NULL,173,173,NULL,3587,100,1394,38.87,854,23.81,478,13.33,3434,95.73,6,0.17,9,0.25,0,0,21,0.59,117,3.26,144,4.01,75,5.55,243,17.88,3587,100,1394,38.87,854,23.81,478,13.33,3434,95.73,6,0.17,9,0.25,0,0,21,0.59,117,3.26,144,4.01,75,5.55,243,17.88,469,13.08,173,4.83,99,2.76,65,1.8,455,12.67,0,0,1,0.03,0,0,4,0.11,10,0.27,14,0.39,11,0.83,33,2.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1257,854,478,3434,6,9,0,21,117,144,75,241
13213010201,Georgia,Murray County,0,1843,722,0,0,0,0,0,0,0,0,1,15.8,50900,0,0,0,0,0,0,0,0,1,1,NULL,1,1,NULL,1734,94.1,683,37.06,420,22.77,216,11.72,1606,87.16,6,0.33,4,0.22,1,0.05,2,0.11,115,6.24,108,5.86,22,3.02,107,14.83,1540,83.58,607,32.92,366,19.85,194,10.53,1462,79.32,5,0.27,4,0.2,1,0.04,2,0.1,67,3.66,59,3.19,20,2.72,96,13.35,1,0.08,1,0.03,0,0.02,0,0.01,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,738,440,233,1711,6,4,1,2,119,112,22,108
13213010202,Georgia,Murray County,0,9104,2944,0,0,0,0,0,0,0,0,1,10.9,53809,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,8685,95.4,3966,43.56,2682,29.46,631,6.93,7327,80.48,73,0.81,21,0.23,12,0.13,41,0.45,1211,13.31,1774,19.49,43,1.46,458,15.56,7791,85.58,3517,38.63,2377,26.11,585,6.43,6632,72.84,62,0.69,19,0.21,12,0.13,38,0.42,1028,11.29,1493,16.39,43,1.46,414,14.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3794,2835,649,7626,80,26,12,42,1318,1932,38,470
