TRI Facility Name,TRI Facility ID,Year,Census Tract,Latitude,Longitude,Releases (lb),Waste Managed (lb),RSEI Hazard,# of TRI Facilities
SRG GLOBAL AUTOMOTIVE LLC,30014GRDNT10116,2021,13217100301,33.61342,-83.83435,0.01,"86,083.10","89,699",1
GEORGIA MASONRY SUPPLY JONESBORO,30236BSSCN1425B,2022,13063040609,33.552992,-84.341637,0.01,0.01,186,1
DAWKINS ON-SITE LLC - GICC,3130WDWKNS3747U,2023,-,32.219089,-81.509684,0.01,0.01,184,1
THOMAS CONCRETE - BUCKHEAD,30324TRCRP740LA,2023,13121009203,33.81291,-84.36398,0.01,0.01,175,1
DAWKINS ON-SITE LLC - NORTHGATE,3132WDWKNS221LD,2023,-,32.242258,-81.19109,0.01,0.01,170,1
THOMAS CONCRETE - ATLANTA,3031WTHMSC143MB,2023,13121008802,33.79449,-84.43178,0.01,0.01,163,1
DAWKINS ON-SITE LLC - GIRP,3132WDWKNS139GA,2023,-,32.349822,-81.227889,0.01,0.01,131,1
DAWKINS ON-SITE LLC - OAR,3132WDWKNS171LD,2023,-,32.264194,-81.186588,0.01,0.01,129,1
THOMAS CONCRETE - GAINESVILLE,3054WTHMSC396TH,2023,13139001404,34.216385,-83.884236,0.01,0.01,127,1
THOMAS CONCRETE - DORAVILLE,3036WTHMSC2825H,2023,13135050332,33.92537,-84.25253,0.01,0.01,115,1
DAWKINS ON-SITE LLC - KOMAR,3130WDWKNS44CUY,2023,-,32.143185,-81.422275,0,0,113,1
SRG GLOBAL AUTOMOTIVE LLC,30014GRDNT10116,2022,13217100301,33.61342,-83.83435,0,"29,411.53","37,320",1
GEORGIA MASONRY SUPPLY LAWRENCEVILLE BLOCK,3004WGRGMS3PIKE,2021,13135050520,33.96178,-84.0014,0,0,106,1
THOMAS CONCRETE - SUWANEE,3051WTHMSC45WDW,2023,13135050239,34.07568,-84.04889,0,0,101,1
GEORGIA MASONRY SUPPLY LAWRENCEVILLE BLOCK,3004WGRGMS3PIKE,2022,13135050520,33.96178,-84.0014,0,0,92,1
GEORGIA MASONRY SUPPLY LAWRENCEVILLE BLOCK,3004WGRGMS3PIKE,2023,13135050520,33.96178,-84.0014,0,0,92,1
THOMAS CONCRETE - CUMMING WEST,3004WTHMSC47CAN,2023,13117130305,34.238164,-84.238039,0,0,92,1
MORGAN CONCRETE CO - JEFFERSON PLANT,3054WMRGNC494NE,2023,-,34.1427,-83.63868,0,0,91,1
GEORGIA MASONRY SUPPLY CARTERSVILLE,3012WGRGMS144CA,2022,13015960602,34.173585,-84.810428,0,0,74,1
GEORGIA MASONRY SUPPLY CARTERSVILLE,3012WGRGMS144CA,2023,13015960602,34.173585,-84.810428,0,0,74,1
THOMAS CONCRETE - HIRAM,3014WTHMSC1133R,2023,13223120603,33.878529,-84.738774,0,0,74,1
THOMAS CONCRETE - ALPHARETTA,3000WTHMSC695SI,2023,13121011647,34.058962,-84.306839,0,0,71,1
THOMAS CONCRETE - JEFFERSON,3054WTHMSC993AC,2023,13157010705,34.141511,-83.62959,0,0,67,1
GEORGIA MASONRY SUPPLY CARTERSVILLE,3012WGRGMS144CA,2021,13015960602,34.173585,-84.810428,0,0,64,1
THOMAS CONCRETE - CUMMING,3004WTHMSC29RNA,2023,13117130512,34.160568,-84.153058,0,0,64,1
THOMAS CONCRETE - ACWORTH,3010WTHMSC3NEWM,2023,13067030111,34.05705,-84.63786,0,0,55,1
A & L SHIELDING INC.,30161LSHLD268OL,2021,13115001800,34.21169,-85.17554,0,"44,656.00",0,1
ALEX C FERGUSSON LLC,30062MRPNC990IN,2021,13067030508,33.975724,-84.539783,0,"19,935.00",0,1
ALEX C FERGUSSON LLC,30062MRPNC990IN,2023,13067030508,33.975724,-84.539783,0,"6,285.00",0,1
APACHE MILLS INC APACHE 2,30701RYLRB197RO,2021,13129970602,34.44918,-84.92531,0,0,0,1
APACHE MILLS INC APACHE 2,30701RYLRB197RO,2022,13129970602,34.44918,-84.92531,0,0,0,1
BEST BLOCK - CORDELE GA BLOCK PLANT,3101WBSTBL2285H,2021,-,31.931746,-83.772759,0,0,0,1
BEST BLOCK - CORDELE GA BLOCK PLANT,3101WBSTBL2285H,2022,-,31.931746,-83.772759,0,0,0,1
BEST BLOCK - GEORGIA PLANT,3021WBSTBL7685B,2021,-,33.545361,-84.62111,0,0,0,1
BEST BLOCK - GEORGIA PLANT,3021WBSTBL7685B,2022,-,33.545361,-84.62111,0,0,0,1
BIG TEX TRAILER MANUFACTURING INC.,3101WBGTXT52MID,2023,13081010300,31.96151,-83.74589,0,211,0,1
DAHLBERG ELECTRIC GENERATING PLANT,30565DHLBR585JA,2022,13157010500,34.042128,-83.397867,0,0,0,1
DSM NUTRITIONAL PRODUCTS LLC,30567RCHVT495JA,2023,13157010104,34.15431,-83.66811,0,0,0,1
ERGON ASPHALT & EMULSIONS INC. - GARDEN CITY,31408KCHMT14FOU,2021,-,32.105654,-81.134408,0,0,0,1
ERGON ASPHALT & EMULSIONS INC. - GARDEN CITY,31408KCHMT14FOU,2022,-,32.105654,-81.134408,0,0,0,1
ERGON ASPHALT & EMULSIONS INC. - GARDEN CITY,31408KCHMT14FOU,2023,-,32.105654,-81.134408,0,0,0,1
ERGON ASPHALT PARTNERS LP - BAINBRIDGE GA,31717RGNTR161SP,2023,13087970302,30.898528,-84.611028,0,0,0,1
FANELLO INDUSTRIES,30553FNLLN5EMAI,2022,13119890101,34.42009,-83.09848,0,"287,890.00",0,1
FANELLO INDUSTRIES,30553FNLLN5EMAI,2023,13119890101,34.42009,-83.09848,0,"299,673.00",0,1
GLOCK INC,3008WGLCKN6HIGX,2021,13067031221,33.828481,-84.493723,0,"336,274.57",0,1
GLOCK INC,3008WGLCKN6HIGX,2022,13067031221,33.828481,-84.493723,0,"291,773.95",0,1
GOLD CREEK FOODS LLC GC5,30501DPSTH2255W,2023,13139000602,34.3275,-83.791389,0,"11,515.00",0,1
H.B. FULLER CONSTRUCTION PRODUCTS,30720CHPCS1702K,2021,13313000501,34.79888,-85.00011,0,0,0,1
H.B. FULLER CONSTRUCTION PRODUCTS,30720CHPCS1702K,2022,13313000501,34.79888,-85.00011,0,0,0,1
H.B. FULLER CONSTRUCTION PRODUCTS,30720CHPCS1702K,2023,13313000501,34.79888,-85.00011,0,0,0,1
HP PELZER (AUTOMOTIVE SYSTEMS) INC.,30824NTDTC1884W,2022,13189950401,33.44801,-82.53785,0,0,0,1
KEN'S FOODS INC MCDONOUGH,30253KNSFD155KI,2022,13151070411,33.40613,-84.14947,0,"17,919.00",0,1
KEN'S FOODS INC MCDONOUGH,30253KNSFD155KI,2023,13151070411,33.40613,-84.14947,0,"15,656.00",0,1
KERRY BANKS CROSSING FACILITY,3052WKRRYB171DI,2023,-,34.263293,-83.461907,0,"100,384.00",0,1
KUBOTA MANUFACTURING OF AMERICA - GATEWAY,3050WKBTMN3551K,2022,13139000101,34.373151,-83.731495,0,820,0,1
KUBOTA MANUFACTURING OF AMERICA - GATEWAY,3050WKBTMN3551K,2023,13139000101,34.373151,-83.731495,0,"2,450.00",0,1
KUBOTA MANUFACTURING OF AMERICA CORP,30501KBTMN2715R,2022,13139000602,34.34807,-83.78114,0,0,0,1
MCMANUS STEAM ELECTRIC GENERATING PLANT,31520MCMNS1CRIS,2022,13127000602,31.213373,-81.546128,0,0,0,1
MEBROM LLC,31794HNDRXGOLDE,2021,13277960900,31.43045,-83.50137,0,0,0,1
MORGAN TRUCK BODY LLC- MGA RYDAL,30171MRGNC412HW,2021,13015960104,34.32803,-84.71726,0,0,0,1
MORGAN TRUCK BODY LLC- MGA RYDAL,30171MRGNC412HW,2022,13015960104,34.32803,-84.71726,0,0,0,1
MORGAN TRUCK BODY LLC- MGA RYDAL,30171MRGNC412HW,2023,13015960104,34.32803,-84.71726,0,0,0,1
OLDCASTLE LAWN & GARDEN,3108WLDCST24814,2022,13159010100,33.41964,-83.558825,0,0,0,1
OLDCASTLE LAWN & GARDEN,3108WLDCST24814,2023,13159010100,33.41964,-83.558825,0,0,0,1
PATTERSON PUMP CO,30577PTTRSHWY12,2022,13257970401,34.550694,-83.401446,0,"151,063.00",0,1
PAVESTONE - TYRONE GA PLANT,3029WPVSTN169PE,2022,-,33.497216,-84.58073,0,0,0,1
QUIKRETE - MARIETTA GA PLANT,3006WQKRTM496CA,2021,-,34.072495,-84.521098,0,0,0,1
QUIKRETE - MARIETTA GA PLANT,3006WQKRTM496CA,2022,-,34.072495,-84.521098,0,0,0,1
READY MIX USA -LITHONIA PLANT,3005WRDYMX761RC,2021,13089023315,33.74896,-84.08134,0,0,0,1
READY MIX USA -LITHONIA PLANT,3005WRDYMX761RC,2022,13089023315,33.74896,-84.08134,0,0,0,1
READY MIX USA -LITHONIA PLANT,3005WRDYMX761RC,2023,13089023315,33.74896,-84.08134,0,0,0,1
READY MIX USA LLC - ALPHARETTA PLANT,3000WRDYMX11395,2021,13121011647,34.059313,-84.305606,0,0,0,1
READY MIX USA LLC - ALPHARETTA PLANT,3000WRDYMX11395,2022,13121011647,34.059313,-84.305606,0,0,0,1
READY MIX USA LLC - ALPHARETTA PLANT,3000WRDYMX11395,2023,13121011647,34.059313,-84.305606,0,0,0,1
READY MIX USA LLC - ANDREWS ROAD PLANT,3190WRDYMX532AN,2022,13215002902,32.45279,-84.94778,0,0,0,1
READY MIX USA LLC - ANDREWS ROAD PLANT,3190WRDYMX532AN,2023,13215002902,32.45279,-84.94778,0,0,0,1
READY MIX USA LLC - BUFORD PLANT,3051WRDYMX6741M,2021,13139001502,34.15468,-83.96784,0,0,0,1
READY MIX USA LLC - COLLEGE PARK PLANT,3033WRDYMX4679R,2021,13121010603,33.63673,-84.46115,0,0,0,1
READY MIX USA LLC - COLLEGE PARK PLANT,3033WRDYMX4679R,2022,13121010603,33.63673,-84.46115,0,0,0,1
READY MIX USA LLC - COLLEGE PARK PLANT,3033WRDYMX4679R,2023,13121010603,33.63673,-84.46115,0,0,0,1
READY MIX USA LLC - DALLAS PLANT,3013WRDYMX7SEAB,2021,13223120305,33.91512,-84.84023,0,0,0,1
READY MIX USA LLC - DALLAS PLANT,3013WRDYMX7SEAB,2022,13223120305,33.91512,-84.84023,0,0,0,1
READY MIX USA LLC - DALLAS PLANT,3013WRDYMX7SEAB,2023,13223120305,33.91512,-84.84023,0,0,0,1
READY MIX USA LLC - MARIETTA PLANT,3006WRDYMX1398W,2021,13067030508,33.98481,-84.53184,0,0,0,1
READY MIX USA LLC - MARIETTA PLANT,3006WRDYMX1398W,2022,13067030508,33.98481,-84.53184,0,0,0,1
READY MIX USA LLC - MARIETTA PLANT,3006WRDYMX1398W,2023,13067030508,33.98481,-84.53184,0,0,0,1
READY MIX USA LLC - STOCKBRIDGE PLANT,3028WSTCKB5SUTH,2021,13151070114,33.5402,-84.22563,0,0,0,1
READY MIX USA LLC - STOCKBRIDGE PLANT,3028WSTCKB5SUTH,2022,13151070114,33.5402,-84.22563,0,0,0,1
READY MIX USA LLC - STOCKBRIDGE PLANT,3028WSTCKB5SUTH,2023,13151070114,33.5402,-84.22563,0,0,0,1
READY MIX USA LLC - WOODSTOCK PLANT,3018WRDYMX314BE,2021,13057091001,34.12364,-84.50922,0,0,0,1
READY MIX USA LLC - WOODSTOCK PLANT,3018WRDYMX314BE,2022,13057091001,34.12364,-84.50922,0,0,0,1
READY MIX USA LLC - WOODSTOCK PLANT,3018WRDYMX314BE,2023,13057091001,34.12364,-84.50922,0,0,0,1
READY MIX USA LLC-COLUMBUS SMITH RD PLANT,3180WRDYMX33SMI,2021,13215010209,32.593076,-84.944565,0,0,0,1
READY MIX USA LLC-COLUMBUS SMITH RD PLANT,3180WRDYMX33SMI,2022,13215010209,32.593076,-84.944565,0,0,0,1
READY MIX USA LLC-DALTON PLANT,3072WRDYMX419NS,2021,13313000502,34.7771,-84.96979,0,0,0,1
READY MIX USA LLC-DALTON PLANT,3072WRDYMX419NS,2022,13313000502,34.7771,-84.96979,0,0,0,1
READY MIX USA LLC-DALTON PLANT,3072WRDYMX419NS,2023,13313000502,34.7771,-84.96979,0,0,0,1
READY MIX USA LLC-DOWNTOWN FACILITY,3031WRDYMX136MA,2021,13121008802,33.7912,-84.42975,0,0,0,1
READY MIX USA LLC-DOWNTOWN FACILITY,3031WRDYMX136MA,2022,13121008802,33.7912,-84.42975,0,0,0,1
READY MIX USA LLC-DOWNTOWN FACILITY,3031WRDYMX136MA,2023,13121008802,33.7912,-84.42975,0,0,0,1
READY MIX USA LLC-JOHNS CREEK PLANT,3002WRDYMX3561P,2021,13117130608,34.0753,-84.16441,0,0,0,1
READY MIX USA LLC-JOHNS CREEK PLANT,3002WRDYMX3561P,2022,13117130608,34.0753,-84.16441,0,0,0,1
READY MIX USA LLC-JOHNS CREEK PLANT,3002WRDYMX3561P,2023,13117130608,34.0753,-84.16441,0,0,0,1
READY MIX USA LLC-LAWRENCEVILLE PLANT,3004WRDYMX383MA,2021,13135050520,33.963,-83.99606,0,0,0,1
READY MIX USA LLC-LAWRENCEVILLE PLANT,3004WRDYMX383MA,2022,13135050520,33.963,-83.99606,0,0,0,1
READY MIX USA LLC-LAWRENCEVILLE PLANT,3004WRDYMX383MA,2023,13135050520,33.963,-83.99606,0,0,0,1
READY MIX USA LLC-MIDTOWN ATLANTA PLANT,3032WRDYMX34ARM,2021,13121009106,33.81309,-84.37642,0,0,0,1
READY MIX USA LLC-MIDTOWN ATLANTA PLANT,3032WRDYMX34ARM,2022,13121009106,33.81309,-84.37642,0,0,0,1
READY MIX USA LLC-MIDTOWN ATLANTA PLANT,3032WRDYMX34ARM,2023,13121009106,33.81309,-84.37642,0,0,0,1
RINKER STOCKBRIDGE PIPE,3028WRNKRS148RC,2021,-,33.534743,-84.224679,0,0,0,1
RINKER STOCKBRIDGE PIPE,3028WRNKRS148RC,2022,-,33.534743,-84.224679,0,0,0,1
ROYAL METAL PRODUCTS INC.,3017WRYLMT1RYAL,2021,13045910203,33.71434,-85.02222,0,"81,214.00",0,1
ROYAL METAL PRODUCTS INC.,3017WRYLMT1RYAL,2022,13045910203,33.71434,-85.02222,0,"52,005.00",0,1
SOUTHERN NUCLEAR - PLANT WILSON/VOGTLE,30830STHRN8803R,2022,13033950102,33.1377,-81.7483,0,0,0,1
STELLA-JONES CORP,3101WSTLLJ35PAT,2021,13081010201,31.8585,-83.796897,0,0.4,0,1
STELLA-JONES CORP,3101WSTLLJ35PAT,2022,13081010201,31.8585,-83.796897,0,0.02,0,1
TEXTILE RUBBER & CHEMICAL CO RESACA COATING DIV,30735TXTLR3767H,2021,13129970201,34.59977,-84.94757,0,0,0,1
TEXTILE RUBBER & CHEMICAL CO RESACA COATING DIV,30735TXTLR3767H,2022,13129970201,34.59977,-84.94757,0,0,0,1
TEXTILE RUBBER & CHEMICAL CO RESACA COATING DIV,30735TXTLR3767H,2023,13129970201,34.59977,-84.94757,0,0,0,1
TEXTRON AVIATION/MCCAULEY FACILITY,31907PRCSN4800C,2023,13215010502,32.51349,-84.87934,0,0,0,1
TREMRON - DOUGLASVILLE GA PLANT,3013WTRMRN1436M,2021,-,33.766832,-84.720705,0,0,0,1
TREMRON - DOUGLASVILLE GA PLANT,3013WTRMRN1436M,2022,-,33.766832,-84.720705,0,0,0,1
U.S. ARMY CORPS OF ENGINEERS W F GEORGE LAKE,39851SRMYC427EU,2021,13061960300,31.62092,-85.045371,0,0,0,1
U.S. ARMY CORPS OF ENGINEERS W F GEORGE LAKE,39851SRMYC427EU,2022,13061960300,31.62092,-85.045371,0,0,0,1
ADM ANIMAL NUTRITION,31015DMLLN2201E,2021,13081010300,31.96629,-83.74901,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ADM ANIMAL NUTRITION,31015DMLLN2201E,2022,13081010300,31.96629,-83.74901,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ADM ANIMAL NUTRITION,31015DMLLN2201E,2023,13081010300,31.96629,-83.74901,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ALADDIN MANUFACTURING CARPET CUSHION - TIFTON GA,31794MHWKN7782M,2021,13277960900,31.410519,-83.493474,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ALADDIN MANUFACTURING CARPET CUSHION - TIFTON GA,31794MHWKN7782M,2022,13277960900,31.410519,-83.493474,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ALADDIN MANUFACTURING CARPET CUSHION - TIFTON GA,31794MHWKN7782M,2023,13277960900,31.410519,-83.493474,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ALP LIGHTING COMPONENTS INC,30122LPLGH141BL,2021,13097080105,33.77279,-84.61902,No Releases Reported,"105,014.00",No RSEI Hazard,1
ALP LIGHTING COMPONENTS INC,30122LPLGH141BL,2022,13097080105,33.77279,-84.61902,No Releases Reported,"16,722.00",No RSEI Hazard,1
ALP LIGHTING COMPONENTS INC,30122LPLGH141BL,2023,13097080105,33.77279,-84.61902,No Releases Reported,"3,565.00",No RSEI Hazard,1
APACHE MILLS INC APACHE 2,30701RYLRB197RO,2023,13129970602,34.44918,-84.92531,No Releases Reported,No Waste Reported,No RSEI Hazard,1
APACHE MILLS PLANT 1,30701PCHML417SR,2023,13129970602,34.496796,-84.955207,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ARROW ADHESIVES CO,30092RRWDH5457S,2021,13135050336,33.969458,-84.219346,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ARROW ADHESIVES CO,30092RRWDH5457S,2022,13135050336,33.969458,-84.219346,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ARROW ADHESIVES CO,30092RRWDH5457S,2023,13135050336,33.969458,-84.219346,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ARYLESSENCE INC.,30066RYLSS1091L,2021,13067030363,34.066319,-84.518061,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ATCO RUBBER PRODUCTS INC.,3073WTCRBB185CU,2021,13129970700,34.401441,-85.031749,No Releases Reported,3,No RSEI Hazard,1
ATCO RUBBER PRODUCTS INC.,3073WTCRBB185CU,2022,13129970700,34.401441,-85.031749,No Releases Reported,3,No RSEI Hazard,1
ATHENS FEED MILL PILGRIM'S PRIDE,30603SBRDFTALLA,2021,13059130400,33.968599,-83.437445,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ATHENS FEED MILL PILGRIM'S PRIDE,30603SBRDFTALLA,2022,13059130400,33.968599,-83.437445,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ATHENS FEED MILL PILGRIM'S PRIDE,30603SBRDFTALLA,2023,13059130400,33.968599,-83.437445,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BARBE AMERICA INC.,30542BRBMRWESTW,2021,13139001404,34.21374,-83.89722,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BARBE AMERICA INC.,30542BRBMRWESTW,2022,13139001404,34.21374,-83.89722,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BARBE AMERICA INC.,30542BRBMRWESTW,2023,13139001404,34.21374,-83.89722,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BEACH TIMBER CO - BLACKSHEAR,31516CPLCNHIGHW,2021,13229960401,31.25981,-82.29494,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BEAUMONT PRODUCTS INC,3014WBMNTP156BI,2023,-,34.021134,-84.59574,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BEHR PROCESS CORP ATLANTA,30253BHRPR130DE,2021,13151070411,33.39781,-84.16375,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BEHR PROCESS CORP ATLANTA,30253BHRPR130DE,2023,13151070411,33.39781,-84.16375,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BERRY GLOBAL FILMS LLC,30224BRDNC1201P,2021,13255161201,33.21886,-84.30627,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BERRY GLOBAL FILMS LLC,30224BRDNC1201P,2022,13255161201,33.21886,-84.30627,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BERRY GLOBAL FILMS LLC,30224BRDNC1201P,2023,13255161201,33.21886,-84.30627,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BERRY GLOBAL INC.,3067WBRRYG199ED,2021,-,33.710218,-82.754421,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BERRY GLOBAL INC.,3067WBRRYG199ED,2022,-,33.710218,-82.754421,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BERRY GLOBAL INC.,3067WBRRYG199ED,2023,-,33.710218,-82.754421,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BLUE CUBE OPERATIONS LLC,31078PLYCR125GN,2021,13079070100,32.71654,-84.02469,No Releases Reported,"29,956.00",No RSEI Hazard,1
BLUE CUBE OPERATIONS LLC,31078PLYCR125GN,2022,13079070100,32.71654,-84.02469,No Releases Reported,"35,457.00",No RSEI Hazard,1
BLUE CUBE OPERATIONS LLC,31078PLYCR125GN,2023,13079070100,32.71654,-84.02469,No Releases Reported,"16,959.00",No RSEI Hazard,1
BOLD FORMULATORS LLC TIFTON PLANT,31794BLDCRMAGNO,2021,13277960900,31.41402,-83.49353,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BOLD FORMULATORS LLC TIFTON PLANT,31794BLDCRMAGNO,2023,13277960900,31.41402,-83.49353,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BOLD FORMULATORS OCILLA PLANT,31774BLDCRHWY12,2021,13155950202,31.62636,-83.24965,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BOLD FORMULATORS OCILLA PLANT,31774BLDCRHWY12,2023,13155950202,31.62636,-83.24965,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BRENNTAG MID-SOUTH INC.,30144BYCHM3200M,2021,13067030259,34.03992,-84.6162,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BRENNTAG MID-SOUTH INC.,30144BYCHM3200M,2022,13067030259,34.03992,-84.6162,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BRIDGESTONE GOLF INC,3001WBRDGS1532I,2021,13217100301,33.623284,-83.826747,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BRIDGESTONE GOLF INC,3001WBRDGS1532I,2022,13217100301,33.623284,-83.826747,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BRIDGESTONE GOLF INC,3001WBRDGS1532I,2023,13217100301,33.623284,-83.826747,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BURT LUMBER CO,30673WLKSW216BU,2021,13317010302,33.71938,-82.76129,No Releases Reported,No Waste Reported,No RSEI Hazard,1
BURT LUMBER CO,30673WLKSW216BU,2022,13317010302,33.71938,-82.76129,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CAIRE INC,3010WCHRTN225AI,2023,13057090402,34.29603,-84.422657,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CALHOUN PLASTICS & CHEMICALS,30701CLHNP1139N,2022,13129970302,34.5246,-84.8863,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CARRIER TRANSICOLD - ATHENS,30601CRRRT700OL,2023,13059140500,33.96907,-83.34022,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CCI INC.,3001WCCNCX15SIG,2021,-,33.66822,-83.98589,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CCI INC.,3001WCCNCX15SIG,2022,-,33.66822,-83.98589,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CCI INC.,3001WCCNCX15SIG,2023,-,33.66822,-83.98589,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CERRO WIRE LLC,30116RVNWR140FR,2021,13045910708,33.60319,-85.03074,No Releases Reported,"161,623.00",No RSEI Hazard,1
CERRO WIRE LLC,30116RVNWR140FR,2022,13045910708,33.60319,-85.03074,No Releases Reported,"107,030.00",No RSEI Hazard,1
CERRO WIRE LLC,30116RVNWR140FR,2023,13045910708,33.60319,-85.03074,No Releases Reported,"88,890.00",No RSEI Hazard,1
CHEMENCE INC.,30005CHMNC185BL,2021,13117130603,34.11421,-84.21624,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CHEMENCE INC.,30005CHMNC185BL,2022,13117130603,34.11421,-84.21624,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CHEMENCE INC.,30005CHMNC185BL,2023,13117130603,34.11421,-84.21624,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CHEMSTATION ATLANTA,3006WCHMST1349L,2021,13067030603,33.97962,-84.56359,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CHEMSTATION ATLANTA,3006WCHMST1349L,2022,13067030603,33.97962,-84.56359,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CLAYTON WAYCROSS,31501CLYTN3350I,2021,13299950200,31.25335,-82.41784,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CLAYTON WAYCROSS,31501CLYTN3350I,2022,13299950200,31.25335,-82.41784,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CLAYTON WAYCROSS,31501CLYTN3350I,2023,13299950200,31.25335,-82.41784,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CLUB CAR LLC,30917CLBCR4152W,2021,13073030201,33.5224,-82.1177,No Releases Reported,"178,569.00",No RSEI Hazard,1
CLUB CAR LLC,30917CLBCR4152W,2022,13073030201,33.5224,-82.1177,No Releases Reported,"249,840.00",No RSEI Hazard,1
CLUB CAR LLC,30917CLBCR4152W,2023,13073030201,33.5224,-82.1177,No Releases Reported,"39,373.00",No RSEI Hazard,1
CMC REBAR,30246WNFGR251HO,2021,13135050569,33.97069,-83.972,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CMC REBAR,30246WNFGR251HO,2022,13135050569,33.97069,-83.972,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CMC REBAR,30246WNFGR251HO,2023,13135050569,33.97069,-83.972,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CMC REBAR GA ATLANTA,3009WCMCRB3811B,2021,13135050221,33.97613,-84.1542,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CMC REBAR SAVANNAH,3132WCMCRB1755L,2021,13051010810,32.09296,-81.20079,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CMC REBAR SAVANNAH,3132WCMCRB1755L,2022,13051010810,32.09296,-81.20079,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CMC REBAR SAVANNAH,3132WCMCRB1755L,2023,13051010810,32.09296,-81.20079,No Releases Reported,No Waste Reported,No RSEI Hazard,1
COLONIAL CHEMICAL SOLUTIONS INC.,3033WCLNLC371AT,2021,13121008602,33.79957,-84.49669,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CONTROLLED PRODUCTS,3072WCNTRL2HWEL,2021,13313001500,34.70288,-84.95464,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CONTROLLED PRODUCTS,3072WCNTRL2HWEL,2022,13313001500,34.70288,-84.95464,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CONTROLLED PRODUCTS,3072WCNTRL2HWEL,2023,13313001500,34.70288,-84.95464,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CROMARTIE AGRICULTURAL CHEMICALS INC.,31763CRMRT1319U,2021,13177020403,31.633311,-84.243419,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CROMARTIE AGRICULTURAL CHEMICALS INC.,31763CRMRT1319U,2022,13177020403,31.633311,-84.243419,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CROMARTIE AGRICULTURAL CHEMICALS INC.,31763CRMRT1319U,2023,13177020403,31.633311,-84.243419,No Releases Reported,No Waste Reported,No RSEI Hazard,1
CUSTOM BUILDING PRODUCTS,30057CSTMB2255S,2021,13097080104,33.77203,-84.64618,No Releases Reported,No Waste Reported,No RSEI Hazard,1
